Rk,Player,Season,School,Pos,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
152,Kaj-Bjorn Sherman\kaj-bjorn-sherman-1,2014-15,Texas-San Antonio,C,29,29,870,114,201,.567,114,201,.567,0,0,,120,156,.769,81,122,203,32,23,15,49,73,348,10.7
153,Thomas Welsh\thomas-welsh-1,2015-16,UCLA,C,31,26,832,157,266,.590,157,266,.590,0,0,,34,45,.756,100,163,263,17,8,32,25,86,348,10.4
154,Maverick Morgan\maverick-morgan-1,2016-17,Illinois,C,35,25,895,143,265,.540,143,265,.540,0,0,,61,93,.656,61,97,158,30,10,28,59,77,347,6.8
155,Justin Gant\justin-gant-1,2013-14,Indiana State,C,34,34,843,124,259,.479,95,190,.500,29,69,.420,70,98,.714,43,87,130,31,11,27,47,83,347,6.8
156,Kendall Gray\kendall-gray-1,2013-14,Delaware State,C,30,30,963,125,216,.579,125,216,.579,0,0,,96,150,.640,82,154,236,24,11,81,48,99,346,10.8
157,Nana Foulland\nana-fouland-1,2014-15,Bucknell,C,34,34,829,141,257,.549,141,257,.549,0,0,,64,115,.557,73,112,185,23,15,37,48,89,346,7.7
158,Thomas Welsh\thomas-welsh-1,2016-17,UCLA,C,32,32,802,151,258,.585,150,257,.584,1,1,1.000,42,47,.894,70,207,277,32,11,43,14,81,345,11.0
159,Doral Moore\doral-moore-1,2017-18,Wake Forest,C,31,30,790,153,222,.689,153,222,.689,0,0,,38,83,.458,98,193,291,9,11,61,39,90,344,11.1
160,Darien Nelson-Henry\darien-nelson-henry-1,2015-16,Pennsylvania,C,27,26,755,141,247,.571,139,241,.577,2,6,.333,59,83,.711,68,151,219,48,12,32,69,63,343,10.5
161,Thomas van der Mars\thomas-van-der-mars-1,2014-15,Portland,C,33,32,866,138,260,.531,138,260,.531,0,0,,66,108,.611,90,175,265,18,17,48,47,87,342,8.9
162,Isaac Haas\isaac-haas-1,2015-16,Purdue,C,35,15,500,126,212,.594,126,212,.594,0,0,,90,126,.714,41,88,129,16,4,27,39,58,342,7.3
163,Reggie Smith\reggie-smith-2,2013-14,Eastern Illinois,C,26,24,765,99,249,.398,70,153,.458,29,96,.302,113,155,.729,9,53,62,85,33,2,74,50,340,8.1
164,Wyatt Walker\wyatt-walker-1,2015-16,Samford,C,32,29,705,133,229,.581,133,225,.591,0,4,.000,74,105,.705,64,128,192,25,20,26,52,87,340,8.5
165,Trevor Gruis\trevor-gruis-1,2013-14,South Dakota,C,30,30,833,127,231,.550,127,231,.550,0,0,,85,118,.720,54,119,173,54,15,37,61,88,339,9.0
166,Michael Karena\michael-karena-1,2015-16,Wright State,C,34,28,657,132,251,.526,132,251,.526,0,0,,74,110,.673,50,77,127,11,11,9,48,108,338,5.7
167,Youssou Ndoye\youssou-ndoye-1,2013-14,St. Bonaventure,C,33,33,866,118,227,.520,118,227,.520,0,0,,101,153,.660,59,129,188,13,26,73,64,101,337,8.1
168,Egidijus Mockevicius\egidijus-mockevicius-1,2013-14,Evansville,C,32,32,806,121,193,.627,121,193,.627,0,0,,94,129,.729,68,198,266,9,25,65,37,113,336,10.5
169,A.J. Hammons\aj-hammons-1,2013-14,Purdue,C,31,25,775,117,228,.513,117,223,.525,0,5,.000,101,144,.701,73,157,230,15,13,96,78,91,335,9.0
170,Matt Lopez\matt-lopez-1,2014-15,Rider,C,27,27,723,135,231,.584,135,231,.584,0,0,,63,116,.543,63,145,208,16,6,11,56,76,333,8.5
171,Nathan Boothe\nathan-boothe-1,2014-15,Toledo,C,33,33,897,131,263,.498,119,230,.517,12,33,.364,56,63,.889,51,137,188,71,24,42,51,106,330,8.5
172,Tyere Marshall\tyere-marshall-1,2017-18,Rider,C,32,31,726,133,261,.510,133,260,.512,0,1,.000,64,118,.542,79,133,212,32,16,16,40,87,330,7.8
173,Pat Forsythe\pat-forsythe-1,2014-15,Akron,C,33,29,732,132,236,.559,131,231,.567,1,5,.200,64,108,.593,71,91,162,32,20,42,51,80,329,8.0
174,Isaac Neilson\isaac-neilson-1,2016-17,Utah Valley,C,34,28,743,128,224,.571,119,198,.601,9,26,.346,63,92,.685,114,196,310,29,19,54,52,89,328,10.0
175,Chad Posthumus\chad-posthumus-1,2013-14,Morehead State,C,34,10,868,114,225,.507,114,225,.507,0,0,,97,161,.602,145,225,370,7,17,26,66,105,325,8.5
176,Deion Bute\deion-bute-1,2017-18,Central Connecticut State,C,32,30,802,123,205,.600,123,205,.600,0,0,,78,109,.716,75,91,166,19,14,35,83,117,324,6.8
177,Jessie Govan\jessie-govan-1,2016-17,Georgetown,C,32,21,671,128,250,.512,114,215,.530,14,35,.400,54,81,.667,38,121,159,45,16,32,55,89,324,7.2
178,Gene Teague\gene-teague-1,2013-14,Seton Hall,C,29,26,759,121,195,.621,121,195,.621,0,0,,82,124,.661,82,146,228,25,17,17,55,92,324,9.5
179,Jack Crook\jack-crook-1,2015-16,Seattle,C,32,32,945,128,266,.481,128,265,.483,0,1,.000,67,113,.593,63,129,192,60,18,21,87,105,323,6.2
180,Justin Raffington\justin-raffington-1,2013-14,Florida Atlantic,C,32,27,946,124,246,.504,124,243,.510,0,3,.000,75,144,.521,99,172,271,35,10,30,74,88,323,7.5
181,Mike Thorne\mike-thorne-1,2014-15,Charlotte,C,32,30,836,134,251,.534,134,250,.536,0,1,.000,54,101,.535,85,150,235,25,4,29,42,75,322,8.0
182,Novak Topalovic\novak-topalovic-1,2017-18,Idaho State,C,30,30,814,131,248,.528,131,246,.533,0,2,.000,59,107,.551,53,150,203,36,8,32,89,92,321,6.4
183,Ryan Edwards\ryan-edwards-1,2017-18,Portland State,C,33,30,583,128,269,.476,117,235,.498,11,34,.324,54,79,.684,61,71,132,17,11,57,48,110,321,6.3
184,Evan Maxwell\evan-maxwell-1,2015-16,Liberty,C,32,30,687,128,201,.637,128,201,.637,0,0,,63,99,.636,58,96,154,17,10,6,68,66,319,6.8
185,Amida Brimah\amida-brimah-1,2014-15,Connecticut,C,35,35,920,126,187,.674,126,187,.674,0,0,,67,103,.650,69,86,155,7,7,121,36,99,319,9.1
186,Tonye Jekiri\tonye-jekiri-1,2014-15,Miami (FL),C,37,37,1120,123,246,.500,122,245,.498,1,1,1.000,70,96,.729,118,248,366,42,21,51,51,114,317,8.9
187,Novak Topalovic\novak-topalovic-1,2016-17,Idaho State,C,31,31,876,133,217,.613,133,216,.616,0,1,.000,50,120,.417,57,139,196,32,9,33,54,77,316,7.8
188,D.J. Cunningham\dj-cunningham-1,2013-14,North Carolina-Asheville,C,27,27,694,125,222,.563,125,222,.563,0,0,,64,91,.703,86,180,266,30,24,98,56,81,314,12.5
189,Drew McDonald\drew-mcdonald-1,2015-16,Northern Kentucky,C,30,2,581,109,226,.482,102,201,.507,7,25,.280,89,122,.730,64,122,186,34,8,11,43,56,314,8.1
190,Reggie Lynch\reggie-lynch-1,2014-15,Illinois State,C,33,30,731,116,228,.509,116,228,.509,0,0,,82,120,.683,91,87,178,8,23,93,53,122,314,8.1
191,Nathan Boothe\nathan-boothe-1,2013-14,Toledo,C,34,32,930,129,271,.476,127,262,.485,2,9,.222,54,62,.871,62,93,155,54,28,38,31,116,314,7.6
192,Joel Embiid\joel-embiid-1,2013-14,Kansas,C,28,20,647,107,171,.626,106,166,.639,1,5,.200,98,143,.685,65,162,227,38,25,72,66,94,313,11.1
193,Sim Bhullar\sim-bhullar-1,2013-14,New Mexico State,C,30,24,790,125,193,.648,125,193,.648,0,0,,63,117,.538,80,155,235,42,3,101,63,83,313,10.5
194,Norbertas Giga\norbertas-giga-1,2017-18,Jacksonville State,C,36,35,910,116,278,.417,98,213,.460,18,65,.277,61,82,.744,71,157,228,56,15,26,66,72,311,6.4
195,Albert Owens\albert-owens-1,2015-16,Oral Roberts,C,31,26,739,119,266,.447,118,257,.459,1,9,.111,69,108,.639,41,114,155,22,11,47,38,53,308,7.0
196,Dennis Clifford\dennis-clifford-1,2015-16,Boston College,C,31,31,853,119,241,.494,118,231,.511,1,10,.100,69,112,.616,60,165,225,39,16,34,66,89,308,7.3
197,Chris Brady\chris-brady-1,2016-17,Monmouth,C,34,34,722,129,222,.581,127,213,.596,2,9,.222,47,68,.691,72,148,220,13,13,58,36,90,307,8.2
198,Shevon Thompson\shevon-thompson-1,2015-16,George Mason,C,31,29,699,120,208,.577,120,207,.580,0,1,.000,67,120,.558,113,216,329,17,4,31,81,74,307,8.4
199,Luke Kornet\luke-kornet-1,2014-15,Vanderbilt,C,35,14,756,106,214,.495,56,89,.629,50,125,.400,42,55,.764,32,88,120,37,7,38,41,67,304,6.6
200,Evan Fitzner\evan-fitzner-1,2015-16,Saint Mary's (CA),C,35,35,821,109,233,.468,54,99,.545,55,134,.410,31,41,.756,36,119,155,29,10,16,29,65,304,6.5
201,Brandon Gilbeck\brandon-gilbeck-1,2017-18,Western Illinois,C,28,28,743,132,201,.657,132,201,.657,0,0,,39,85,.459,62,137,199,20,18,72,59,93,303,9.6
202,Tommy Hamilton\tommy-hamilton-1,2014-15,DePaul,C,30,16,773,103,201,.512,80,152,.526,23,49,.469,72,107,.673,42,117,159,30,16,24,65,65,301,7.2
203,William Truss\william-truss-1,2014-15,Presbyterian,C,30,30,846,118,194,.608,116,191,.607,2,3,.667,62,90,.689,57,164,221,15,13,42,52,87,300,8.5
204,Alex Olah\alex-olah-1,2013-14,Northwestern,C,33,32,974,112,220,.509,102,187,.545,10,33,.303,66,97,.680,48,124,172,26,14,58,50,100,300,7.0
205,Marshall Plumlee\marshall-plumlee-1,2015-16,Duke,C,36,36,1099,106,154,.688,106,154,.688,0,0,,88,153,.575,119,189,308,38,27,58,39,100,300,10.1
206,Alex Olah\alex-olah-1,2015-16,Northwestern,C,26,21,623,116,220,.527,108,193,.560,8,27,.296,57,83,.687,36,109,145,35,5,36,31,58,297,9.1
207,Hayden Koval\hayden-koval-1,2017-18,Central Arkansas,C,34,30,857,108,238,.454,74,135,.548,34,103,.330,47,75,.627,47,134,181,29,13,105,53,105,297,7.3
208,Marvin Jones\marvin-jones-1,2016-17,Texas Southern,C,35,33,849,102,170,.600,98,151,.649,4,19,.211,88,113,.779,69,168,237,18,20,55,33,115,296,8.5
209,Rafael Maia\rafael-maia-1,2014-15,Brown,C,30,30,903,100,186,.538,95,167,.569,5,19,.263,91,167,.545,98,162,260,54,26,18,53,86,296,9.4
210,Michael Holyfield\michael-holyfield-1,2014-15,Sam Houston State,C,35,34,628,109,181,.602,109,180,.606,0,1,.000,78,126,.619,112,171,283,9,13,86,54,111,296,8.7
211,Jordan Threloff\jordan-threloff-1,2013-14,Northern Illinois,C,32,26,793,97,193,.503,97,193,.503,0,0,,100,137,.730,87,136,223,20,17,33,54,76,294,7.9
212,Trayvon Reed\trayvon-reed-1,2017-18,Texas Southern,C,30,22,834,112,164,.683,111,155,.716,1,9,.111,67,102,.657,75,185,260,11,13,92,37,93,292,10.9
213,Hooper Vint\hooper-vint-1,2015-16,Texas-El Paso,C,33,22,715,119,214,.556,114,192,.594,5,22,.227,49,66,.742,43,117,160,22,7,36,54,91,292,6.2
214,Conor Clifford\conor-clifford-1,2016-17,Washington State,C,31,30,610,126,214,.589,126,213,.592,0,1,.000,40,47,.851,18,67,85,27,1,20,53,85,292,5.5
215,Marcel Boyd\marcel-boyd-1,2015-16,Howard,C,28,28,877,100,189,.529,100,189,.529,0,0,,90,158,.570,85,192,277,18,12,42,66,87,290,8.6
216,Michael Buchanan\michael-buchanan-1,2014-15,South Carolina Upstate,C,36,20,682,119,215,.553,118,214,.551,1,1,1.000,51,88,.580,93,117,210,23,18,33,50,82,290,6.9
217,Wendell Lewis\wendell-lewis-1,2014-15,Alabama State,C,29,27,655,118,235,.502,118,234,.504,0,1,.000,53,80,.663,53,92,145,29,17,27,57,74,289,6.7
218,Jorden Kaufman\jorden-kaufman-1,2016-17,Youngstown State,C,34,31,704,131,231,.567,131,231,.567,0,0,,26,56,.464,79,140,219,34,12,10,43,86,288,6.7
219,Justin Gant\justin-gant-1,2014-15,Indiana State,C,30,29,848,109,254,.429,86,183,.470,23,71,.324,46,69,.667,34,91,125,23,17,26,41,59,287,6.0
220,Kevin Ferguson\kevin-ferguson-1,2014-15,Army,C,30,30,779,116,182,.637,116,182,.637,0,0,,55,87,.632,61,109,170,37,14,45,51,85,287,8.5
221,Tyrell Nelson\tyrell-nelson-1,2013-14,Gardner-Webb,C,32,4,652,113,212,.533,113,211,.536,0,1,.000,60,93,.645,65,96,161,15,23,13,43,94,286,6.4
222,Steve Zack\steve-zack-1,2014-15,La Salle,C,33,33,1029,115,258,.446,114,252,.452,1,6,.167,54,79,.684,89,214,303,61,24,58,61,91,285,8.4
223,Paul Egwuonwu\paul-egwuonwu-1,2013-14,Montana State,C,30,28,815,107,213,.502,107,213,.502,0,0,,70,99,.707,42,158,200,30,23,12,54,77,284,7.0
224,Reggie Lynch\reggie-lynch-1,2013-14,Illinois State,C,34,20,690,110,189,.582,110,189,.582,0,0,,63,114,.553,63,101,164,8,20,96,56,126,283,6.9
225,Kevin Ferguson\kevin-ferguson-1,2013-14,Army,C,31,31,841,119,185,.643,119,185,.643,0,0,,44,66,.667,66,114,180,52,7,78,61,92,282,8.8
226,Maverick Morgan\maverick-morgan-1,2015-16,Illinois,C,34,15,716,124,220,.564,124,220,.564,0,0,,34,46,.739,33,85,118,19,13,16,39,64,282,5.7
227,Mike Thorne\mike-thorne-1,2013-14,Charlotte,C,31,30,759,120,236,.508,120,235,.511,0,1,.000,41,80,.513,78,130,208,12,9,23,51,78,281,6.2
228,Jaleel Cousins\jaleel-cousins-1,2015-16,South Florida,C,33,24,825,95,210,.452,95,209,.455,0,1,.000,90,155,.581,101,161,262,15,23,54,68,105,280,6.8
229,Reggie Lynch\reggie-lynch-1,2016-17,Minnesota,C,33,32,763,108,199,.543,108,199,.543,0,0,,62,97,.639,69,132,201,15,15,114,49,112,278,8.1
230,Michael Karena\michael-karena-1,2014-15,Wright State,C,31,30,699,121,224,.540,121,224,.540,0,0,,36,71,.507,49,64,113,16,15,10,60,113,278,4.4
231,Karviar Shepherd\karviar-shepherd-1,2013-14,Texas Christian,C,30,30,925,91,222,.410,90,220,.409,1,2,.500,91,128,.711,54,150,204,24,20,49,41,103,274,7.1
232,Gabriel Olaseni\abodunrin-gabriel-olaseni-1,2014-15,Iowa,C,34,1,634,92,177,.520,92,177,.520,0,0,,90,120,.750,74,90,164,15,10,54,38,92,274,7.0
233,Amir Williams\amir-williams-1,2013-14,Ohio State,C,35,35,809,101,169,.598,101,169,.598,0,0,,71,109,.651,82,121,203,10,14,62,51,90,273,7.2
234,Jock Landale\jock-landale-1,2015-16,Saint Mary's (CA),C,35,1,509,102,167,.611,101,166,.608,1,1,1.000,68,88,.773,38,97,135,21,9,12,35,77,273,6.0
235,Demarco Cox\demarco-cox-1,2014-15,Georgia Tech,C,31,30,826,116,229,.507,116,229,.507,0,0,,40,81,.494,76,112,188,19,14,28,44,69,272,6.6
236,Steve Zack\steve-zack-1,2013-14,La Salle,C,31,29,940,100,211,.474,100,209,.478,0,2,.000,72,104,.692,88,208,296,29,12,58,57,88,272,8.3
237,Fahro Alihodzic\fahro-alihodzic-1,2013-14,Alabama-Birmingham,C,31,31,767,115,252,.456,115,252,.456,0,0,,42,71,.592,69,125,194,16,18,30,45,81,272,6.1
238,Mamadou Ndiaye\mamadou-ndiaye-2,2013-14,UC-Irvine,C,34,34,714,111,157,.707,111,157,.707,0,0,,49,115,.426,61,149,210,7,5,106,57,96,271,7.5
239,Cameron Ridley\cameron-ridley-1,2014-15,Texas,C,34,31,727,97,174,.557,97,174,.557,0,0,,77,126,.611,79,101,180,13,9,60,50,65,271,7.0
240,Jajuan Starks\jajuan-starks-1,2017-18,Eastern Illinois,C,31,22,665,102,244,.418,88,194,.454,14,50,.280,52,85,.612,53,72,125,26,16,14,52,46,270,5.1
241,Mattias Markusson\mattias-markusson-1,2017-18,Loyola Marymount,C,31,29,772,118,190,.621,118,190,.621,0,0,,32,51,.627,68,128,196,18,20,34,29,85,268,8.2
242,Stefan Nastic\stefan-nastic-1,2013-14,Stanford,C,36,35,709,98,169,.580,98,168,.583,0,1,.000,71,111,.640,32,70,102,41,7,33,45,119,267,5.0
243,Michael Ochereobia\michael-ochereobia-1,2013-14,Western Illinois,C,30,24,754,108,184,.587,108,184,.587,0,0,,50,84,.595,54,109,163,23,13,45,51,113,266,6.7
244,Tonye Jekiri\tonye-jekiri-1,2015-16,Miami (FL),C,35,35,993,114,217,.525,114,213,.535,0,4,.000,38,66,.576,93,207,300,29,15,35,49,107,266,7.0
245,Luke Fischer\luke-fischer-1,2014-15,Marquette,C,24,19,704,106,174,.609,106,173,.613,0,1,.000,53,91,.582,39,76,115,22,13,53,43,81,265,8.8
246,Shaquille Cleare\shaquille-cleare-1,2016-17,Texas,C,33,33,710,111,200,.555,111,199,.558,0,1,.000,43,60,.717,50,102,152,17,8,19,40,80,265,5.7
247,JD Wallace\jd-wallace-1,2017-18,Prairie View,C,34,32,1054,108,157,.688,108,155,.697,0,2,.000,48,86,.558,104,186,290,10,31,39,34,90,264,9.0
248,Ronald Delph\ronald-delph-1,2015-16,Florida Atlantic,C,25,25,644,108,199,.543,108,199,.543,0,0,,47,69,.681,71,100,171,10,6,61,36,90,263,8.9
249,Jacob Enevold\jacob-jensen-1,2014-15,Drake,C,31,28,852,96,169,.568,96,169,.568,0,0,,70,102,.686,56,123,179,12,13,29,76,62,262,6.0
250,Omar Oraby\omar-oraby-1,2013-14,Southern California,C,32,30,725,94,163,.577,94,163,.577,0,0,,73,111,.658,58,135,193,12,6,72,47,105,261,7.1
251,Neal Monson\neal-monson-1,2015-16,UC-Davis,C,29,28,841,101,205,.493,101,202,.500,0,3,.000,59,87,.678,63,183,246,24,13,12,42,63,261,7.5
252,Tonny Trocha-Morelos\tonny-trocha-morelos-1,2015-16,Texas A&M,C,37,11,644,103,223,.462,73,142,.514,30,81,.370,24,48,.500,62,96,158,37,15,23,27,67,260,5.7
253,Isaac Haas\isaac-haas-1,2014-15,Purdue,C,34,11,496,91,170,.535,91,170,.535,0,0,,76,139,.547,53,86,139,9,4,25,54,73,258,4.6
254,Tommy Hamilton\tommy-hamilton-1,2015-16,DePaul,C,30,16,720,91,193,.472,65,135,.481,26,58,.448,49,67,.731,34,131,165,25,9,9,52,59,257,5.7
255,Reggie Smith\reggie-smith-2,2014-15,Eastern Illinois,C,31,11,705,79,203,.389,49,110,.445,30,93,.323,67,87,.770,7,81,88,39,20,3,51,55,255,4.6
256,C.J. Gettys\cj-gettys-1,2016-17,Rutgers,C,33,33,725,106,195,.544,106,195,.544,0,0,,42,63,.667,66,107,173,38,13,26,52,80,254,6.2
257,Darien Nelson-Henry\darien-nelson-henry-1,2013-14,Pennsylvania,C,24,21,504,92,156,.590,92,156,.590,0,0,,70,104,.673,39,88,127,21,9,22,49,57,254,7.9
258,Makol Mawien\makol-mawien-1,2017-18,Kansas State,C,37,37,742,104,174,.598,101,163,.620,3,11,.273,42,54,.778,42,85,127,10,17,42,39,114,253,5.2
259,Lucas O'Brien\lucas-obrien-1,2016-17,Texas-San Antonio,C,33,13,655,87,194,.448,52,91,.571,35,103,.340,44,59,.746,56,102,158,15,1,11,19,75,253,5.6
260,Tonny Trocha-Morelos\tonny-trocha-morelos-1,2016-17,Texas A&M,C,31,27,835,97,239,.406,74,153,.484,23,86,.267,35,52,.673,50,111,161,66,26,30,48,60,252,6.7
261,Adam Woodbury\adam-woodbury-1,2015-16,Iowa,C,33,33,836,94,171,.550,94,171,.550,0,0,,63,90,.700,102,171,273,29,15,10,44,83,251,7.5
262,Landry Nnoko\landry-nnoko-1,2015-16,Clemson,C,31,26,691,101,183,.552,101,183,.552,0,0,,49,77,.636,67,111,178,26,6,71,48,93,251,7.1
263,Amida Brimah\amida-brimah-1,2016-17,Connecticut,C,33,33,814,90,157,.573,90,157,.573,0,0,,71,114,.623,67,135,202,8,7,87,50,105,251,6.9
264,Jordan Threloff\jordan-threloff-1,2014-15,Northern Illinois,C,30,27,741,77,146,.527,77,146,.527,0,0,,96,138,.696,86,134,220,11,11,21,44,63,250,7.5
265,Zach Moer\zach-moer-1,2015-16,Air Force,C,29,22,575,91,198,.460,81,164,.494,10,34,.294,58,77,.753,31,84,115,30,11,24,51,85,250,5.2
266,Drake LaMont\drake-lamont-1,2015-16,Western Michigan,C,32,20,751,103,193,.534,103,192,.536,0,1,.000,44,65,.677,61,85,146,36,16,20,34,83,250,6.4
267,Luke Kornet\luke-kornet-1,2015-16,Vanderbilt,C,28,25,767,87,216,.403,61,123,.496,26,93,.280,49,71,.690,50,154,204,41,14,84,31,68,249,8.9
268,Cory Osetkowski\cory-osetkowski-1,2013-14,Columbia,C,33,30,788,93,180,.517,78,146,.534,15,34,.441,48,74,.649,45,85,130,58,14,34,46,90,249,6.2
269,Romelo Banks\romelo-banks-1,2016-17,North Florida,C,33,33,714,96,170,.565,96,170,.565,0,0,,57,125,.456,72,126,198,9,9,42,45,120,249,5.5
270,Eric Stuteville\eric-stuteville-1,2015-16,Sacramento State,C,31,25,628,100,177,.565,100,177,.565,0,0,,48,90,.533,53,93,146,9,4,58,44,86,248,6.0
271,Stefan Jovanovic\stefan-jovanovic-1,2016-17,Loyola Marymount,C,30,12,608,106,203,.522,106,194,.546,0,9,.000,36,51,.706,63,74,137,27,12,27,37,86,248,6.2
272,Dakari Johnson\dakari-johnson-1,2014-15,Kentucky,C,39,0,635,79,156,.506,79,156,.506,0,0,,90,144,.625,67,112,179,29,14,36,42,69,248,5.6
273,Tommy Hamilton\tommy-hamilton-1,2013-14,DePaul,C,32,26,786,85,215,.395,66,162,.407,19,53,.358,58,80,.725,47,108,155,25,16,20,60,77,247,4.5
274,Peter Jurkin\peter-jurkin-1,2017-18,East Tennessee State,C,33,29,569,89,157,.567,82,140,.586,7,17,.412,62,74,.838,40,114,154,6,15,36,35,63,247,6.5
275,Hassan Attia\hassan-attia-1,2017-18,Hartford,C,33,33,691,102,147,.694,102,147,.694,0,0,,42,89,.472,58,106,164,20,14,59,47,131,246,6.3
276,Ryan Smith\ryan-smith-2,2016-17,Tulane,C,31,31,749,99,202,.490,99,202,.490,0,0,,47,67,.701,66,69,135,22,12,43,47,107,245,5.5
277,Randy Phillips\randy-phillips-1,2017-18,Radford,C,36,34,821,93,171,.544,93,171,.544,0,0,,59,97,.608,105,96,201,26,17,35,60,92,245,5.9
278,Ronald Delph\ronald-delph-1,2016-17,Florida Atlantic,C,30,18,659,109,189,.577,109,189,.577,0,0,,26,46,.565,50,145,195,11,6,44,40,91,244,6.5
279,Kaleb Tarczewski\kaleb-tarczewski-1,2015-16,Arizona,C,26,24,712,80,150,.533,80,150,.533,0,0,,84,118,.712,67,175,242,17,7,36,34,77,244,9.1
280,Dusan Ristic\dusan-ristic-1,2015-16,Arizona,C,34,9,561,94,171,.550,91,163,.558,3,8,.375,52,82,.634,48,80,128,27,5,23,42,67,243,5.2
281,Quadir Welton\quadir-welton-1,2014-15,Saint Peter's,C,34,30,807,95,200,.475,95,200,.475,0,0,,52,110,.473,91,93,184,21,19,27,58,110,242,4.7
282,Dererk Pardon\dererk-pardon-1,2016-17,Northwestern,C,28,28,862,102,167,.611,102,167,.611,0,0,,37,68,.544,92,134,226,32,23,51,30,75,241,9.9
283,Amadou Sidibe\amadou-sidibe-1,2016-17,Fairfield,C,29,26,660,99,171,.579,99,171,.579,0,0,,42,73,.575,78,191,269,38,14,12,49,88,240,7.7
284,George Brammeier\george-brammeier-1,2015-16,Lipscomb,C,33,20,574,92,161,.571,92,161,.571,0,0,,56,92,.609,59,77,136,23,5,15,40,90,240,5.1
285,Derrik Smits\derrik-smits-1,2017-18,Valparaiso,C,32,19,570,91,160,.569,91,160,.569,0,0,,57,87,.655,43,71,114,23,6,21,62,76,239,4.6
286,Branden Johnson\branden-johnson-2,2017-18,Alabama State,C,31,31,753,99,154,.643,99,153,.647,0,1,.000,40,108,.370,79,133,212,8,18,48,37,74,238,7.4
287,Chris Brady\chris-brady-1,2015-16,Monmouth,C,36,29,655,101,185,.546,99,177,.559,2,8,.250,34,48,.708,71,141,212,9,22,45,37,96,238,6.1
288,John Egbunu\john-egbunu-1,2013-14,South Florida,C,32,31,793,89,151,.589,89,150,.593,0,1,.000,60,110,.545,80,118,198,12,10,43,55,92,238,6.1
289,Darien Nelson-Henry\darien-nelson-henry-1,2014-15,Pennsylvania,C,28,24,671,93,180,.517,93,180,.517,0,0,,52,84,.619,52,91,143,25,10,21,60,73,238,5.5
290,Nate Watson\nate-watson-1,2017-18,Providence,C,35,9,483,91,153,.595,91,153,.595,0,0,,55,79,.696,29,39,68,4,7,26,29,71,237,4.6
291,Andrew Drone\andrew-drone-1,2015-16,Rice,C,32,31,623,97,154,.630,97,154,.630,0,0,,43,62,.694,48,83,131,15,8,23,35,76,237,5.9
292,Tonny Trocha-Morelos\tonny-trocha-morelos-1,2017-18,Texas A&M,C,35,12,773,84,206,.408,58,123,.472,26,83,.313,42,70,.600,53,99,152,40,15,33,34,77,236,5.2
293,Bradley Hayes\bradley-hayes-1,2015-16,Georgetown,C,27,27,592,98,181,.541,98,181,.541,0,0,,40,67,.597,48,133,181,32,9,28,43,86,236,6.8
294,Landry Nnoko\landry-nnoko-1,2014-15,Clemson,C,31,30,753,95,187,.508,95,187,.508,0,0,,46,70,.657,71,96,167,21,6,63,47,100,236,6.1
295,Moataz Aly\moataz-aly-1,2017-18,Cal State Bakersfield,C,30,20,596,101,148,.682,101,148,.682,0,0,,34,88,.386,39,58,97,6,4,53,66,103,236,4.5
296,Eric Stuteville\eric-stuteville-1,2014-15,Sacramento State,C,33,31,679,96,183,.525,96,181,.530,0,2,.000,43,75,.573,49,69,118,7,8,34,33,82,235,4.8
297,Billy Reader\billy-reader-1,2014-15,Morehead State,C,31,31,719,100,209,.478,100,209,.478,0,0,,34,59,.576,73,77,150,31,14,28,36,76,234,5.8
298,Vashil Fernandez\vashil-fernandez-1,2014-15,Valparaiso,C,34,32,841,93,165,.564,93,165,.564,0,0,,48,94,.511,78,123,201,11,15,97,32,94,234,7.3
299,Taylor Danaher\taylor-danaher-1,2013-14,Mount St. Mary's,C,33,26,787,84,139,.604,83,135,.615,1,4,.250,65,77,.844,57,108,165,13,15,44,41,93,234,6.5
300,Chance Comanche\chance-comanche-1,2016-17,Arizona,C,37,2,671,89,156,.571,89,156,.571,0,0,,54,74,.730,40,93,133,13,5,14,38,80,232,4.3
301,Dana Batt\dana-batt-1,2017-18,Colgate,C,33,33,720,97,159,.610,97,158,.614,0,1,.000,37,51,.725,48,99,147,29,19,38,29,84,231,6.7
302,Michael Holyfield\michael-holyfield-1,2013-14,Sam Houston State,C,35,35,615,95,149,.638,95,149,.638,0,0,,39,72,.542,100,135,235,9,13,61,46,100,229,6.7
303,Josh Ibarra\josh-ibarra-1,2015-16,Houston Baptist,C,22,19,486,102,160,.638,102,160,.638,0,0,,25,50,.500,41,104,145,21,4,30,36,68,229,8.4
304,Tshilidzi Nephawe\tshilidzi-nephawe-1,2014-15,New Mexico State,C,22,20,584,80,153,.523,80,153,.523,0,0,,68,109,.624,60,107,167,23,6,14,52,54,228,7.7
305,Andre Washington\andre-washington-1,2016-17,East Carolina,C,33,33,821,87,154,.565,87,153,.569,0,1,.000,54,115,.470,85,150,235,28,13,95,49,91,228,7.5
306,Jack Crook\jack-crook-1,2014-15,Seattle,C,34,33,847,90,176,.511,90,176,.511,0,0,,48,73,.658,57,132,189,55,14,7,63,116,228,4.7
