Rk,Player,Season,School,Pos,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
331,James Karnik\james-karnik-1,2017-18,Lehigh,C,30,29,695,85,183,.464,85,183,.464,0,0,,43,68,.632,71,125,196,15,14,9,42,102,213,4.8
332,Obij Aget\obij-aget-1,2015-16,New Mexico,C,32,32,723,89,139,.640,89,139,.640,0,0,,34,48,.708,67,115,182,11,7,38,44,98,212,5.8
333,Obij Aget\obij-aget-1,2014-15,New Mexico,C,31,31,765,81,145,.559,81,145,.559,0,0,,50,77,.649,60,108,168,8,16,42,43,80,212,5.9
334,Isaiah Manderson\isaiah-manderson-1,2017-18,South Florida,C,26,3,547,89,175,.509,89,171,.520,0,4,.000,33,50,.660,44,71,115,18,7,5,34,40,211,5.5
335,Conor Clifford\conor-clifford-1,2015-16,Washington State,C,31,7,436,89,137,.650,89,137,.650,0,0,,33,40,.825,23,42,65,9,1,11,41,73,211,3.9
336,Boris Bojanovsky\boris-bojanovsky-1,2013-14,Florida State,C,36,21,740,77,131,.588,77,131,.588,0,0,,57,84,.679,59,85,144,19,15,67,40,90,211,5.7
337,Jaleel Roberts\jaleel-roberts-1,2014-15,North Carolina-Asheville,C,30,2,578,94,153,.614,94,153,.614,0,0,,22,36,.611,54,97,151,12,8,78,38,86,210,6.7
338,Reggis Onwukamuche\reggis-onwukamuche-1,2014-15,Prairie View,C,33,33,817,78,148,.527,78,148,.527,0,0,,54,92,.587,79,95,174,8,18,57,49,123,210,5.2
339,Amir Williams\amir-williams-1,2014-15,Ohio State,C,33,28,644,76,115,.661,76,115,.661,0,0,,58,92,.630,53,101,154,11,22,52,34,72,210,6.6
340,Boris Bojanovsky\boris-bojanovsky-1,2015-16,Florida State,C,34,34,612,75,129,.581,75,125,.600,0,4,.000,59,85,.694,62,87,149,14,21,59,39,92,209,6.0
341,Zac Tillman\zac-tillman-1,2017-18,Monmouth,C,31,4,517,79,139,.568,79,139,.568,0,0,,51,70,.729,32,62,94,22,14,10,42,73,209,4.6
342,Sidy Djitte\sidy-djitte-1,2016-17,Clemson,C,32,24,752,72,136,.529,71,134,.530,1,2,.500,64,94,.681,116,131,247,23,23,27,49,96,209,6.9
343,RJ White\rj-white-1,2013-14,North Carolina-Greensboro,C,32,0,503,85,164,.518,84,160,.525,1,4,.250,38,61,.623,43,128,171,11,16,16,42,107,209,4.3
344,Rafael Maia\rafael-maia-1,2013-14,Brown,C,22,22,599,77,161,.478,72,152,.474,5,9,.556,49,85,.576,75,103,178,26,19,6,46,62,208,7.5
345,Robert Upshaw\robert-upshaw-1,2014-15,Washington,C,19,4,474,86,145,.593,86,144,.597,0,1,.000,36,83,.434,48,107,155,9,7,85,24,39,208,11.6
346,Billy Reader\billy-reader-1,2013-14,Morehead State,C,34,25,496,84,149,.564,83,147,.565,1,2,.500,38,47,.809,39,75,114,14,5,12,33,87,207,4.1
347,Karviar Shepherd\karviar-shepherd-1,2015-16,Texas Christian,C,29,23,594,77,196,.393,72,180,.400,5,16,.313,48,71,.676,46,106,152,24,14,21,46,73,207,4.3
348,Coreontae DeBerry\coreontae-deberry-1,2015-16,Cincinnati,C,33,2,485,75,133,.564,75,133,.564,0,0,,56,82,.683,41,81,122,7,12,33,18,63,206,5.5
349,Nate Fowler\nate-fowler-1,2017-18,Butler,C,35,2,608,91,150,.607,83,126,.659,8,24,.333,16,19,.842,45,64,109,20,16,17,24,81,206,4.9
350,Corbin Kaufusi\corbin-kaufasi-1,2015-16,Brigham Young,C,36,23,579,79,129,.612,79,129,.612,0,0,,47,79,.595,62,99,161,10,13,42,37,98,205,5.0
351,Nouhoum Bocoum\nouhoum-bocoum-1,2015-16,Arkansas State,C,29,5,431,76,158,.481,76,156,.487,0,2,.000,53,76,.697,45,74,119,11,2,20,29,40,205,5.1
352,Chris Pelcher\chris-pelcher-1,2013-14,New Hampshire,C,19,17,525,87,181,.481,87,181,.481,0,0,,31,48,.646,42,118,160,12,12,41,41,52,205,8.3
353,Jordan Railey\jordan-railey-1,2014-15,Washington State,C,31,22,508,88,166,.530,88,166,.530,0,0,,28,66,.424,34,66,100,26,15,32,37,70,204,4.6
354,Dallin Bachynski\dallin-bachynski-1,2013-14,Utah,C,30,9,539,73,118,.619,73,118,.619,0,0,,58,74,.784,54,92,146,18,18,26,27,82,204,6.6
355,Brandon Holcomb\brandon-holcomb-1,2014-15,Radford,C,34,33,722,83,147,.565,83,147,.565,0,0,,38,55,.691,60,94,154,28,13,49,53,74,204,5.4
356,Vashil Fernandez\vashil-fernandez-1,2015-16,Valparaiso,C,36,36,903,84,165,.509,84,165,.509,0,0,,35,70,.500,99,162,261,17,16,119,45,112,203,6.8
357,Dakari Johnson\dakari-johnson-1,2013-14,Kentucky,C,39,18,550,82,144,.569,82,144,.569,0,0,,38,85,.447,79,75,154,11,9,23,25,79,202,4.3
358,Ricmonds Vilde\ricmonds-vilde-1,2013-14,Houston Baptist,C,31,22,491,82,152,.539,77,142,.542,5,10,.500,33,48,.688,40,107,147,12,8,15,51,79,202,4.1
359,Austin Wiley\austin-wiley-1,2016-17,Auburn,C,23,22,414,73,125,.584,73,125,.584,0,0,,56,114,.491,52,56,108,5,5,31,41,59,202,6.1
360,Karviar Shepherd\karviar-shepherd-1,2014-15,Texas Christian,C,33,31,784,80,187,.428,80,184,.435,0,3,.000,42,74,.568,60,127,187,28,17,27,41,101,202,4.4
361,Will Artino\will-artino-1,2014-15,Creighton,C,33,16,534,86,155,.555,86,155,.555,0,0,,29,60,.483,54,100,154,12,20,15,24,73,201,5.1
362,Jon Horford\jon-horford-1,2014-15,Florida,C,31,28,621,78,161,.484,65,110,.591,13,51,.255,32,41,.780,48,101,149,10,10,27,18,67,201,5.5
363,Tommy Hamilton\tommy-hamilton-1,2017-18,Texas Tech,C,37,8,520,76,182,.418,46,104,.442,30,78,.385,18,32,.563,28,80,108,30,13,8,48,62,200,2.9
364,Koch Bar\koch-bar-1,2016-17,Bradley,C,33,26,702,76,146,.521,76,146,.521,0,0,,47,79,.595,62,111,173,10,18,38,42,60,199,5.4
365,Paschal Chukwu\paschal-chukwu-1,2017-18,Syracuse,C,37,37,1008,72,110,.655,72,110,.655,0,0,,55,87,.632,103,149,252,15,26,91,40,116,199,7.3
366,Aaron Scales\aaron-scales-1,2016-17,North Carolina A&T,C,31,28,740,78,135,.578,78,135,.578,0,0,,42,84,.500,77,97,174,15,5,22,56,111,198,4.2
367,Matt Husek\matt-husek-1,2015-16,Holy Cross,C,35,18,616,75,171,.439,54,113,.478,21,58,.362,27,39,.692,19,83,102,40,10,29,39,75,198,3.7
368,Marquis Cunningham\marquis-cunningham-1,2015-16,Arkansas-Pine Bluff,C,33,16,507,74,156,.474,74,154,.481,0,2,.000,49,76,.645,33,71,104,19,15,34,36,95,197,3.9
369,Steve McElvene\steve-mcelvene-1,2015-16,Dayton,C,32,17,588,86,141,.610,86,141,.610,0,0,,24,38,.632,59,120,179,15,5,55,43,92,196,5.6
370,Brandon Gilbeck\brandon-gilbeck-1,2016-17,Western Illinois,C,28,28,647,77,134,.575,77,134,.575,0,0,,42,73,.575,51,127,178,17,8,83,46,110,196,6.5
371,Marvin Frazier\marvin-fraizer-1,2014-15,Northwestern State,C,24,20,557,73,154,.474,58,116,.500,15,38,.395,35,56,.625,43,82,125,27,21,51,33,64,196,7.5
372,Dominik Olejniczak\dominik-olejniczak-1,2015-16,Drake,C,30,8,491,83,115,.722,83,115,.722,0,0,,30,44,.682,36,88,124,10,6,21,36,61,196,5.4
373,Stefan Jovanovic\stefan-jovanovic-1,2014-15,Hawaii,C,34,10,590,71,147,.483,71,147,.483,0,0,,54,71,.761,48,78,126,10,11,28,31,90,196,4.2
374,Seth Dugan\seth-dugan-1,2016-17,Western Michigan,C,32,18,631,84,158,.532,84,158,.532,0,0,,28,49,.571,74,98,172,19,15,19,50,84,196,4.7
375,Zach Price\zach-price-1,2015-16,Winthrop,C,32,32,601,74,143,.517,74,143,.517,0,0,,47,78,.603,55,97,152,5,10,19,38,98,195,4.0
376,Dylan Osetkowski\dylan-osetkowski-1,2014-15,Tulane,C,31,4,687,77,152,.507,71,140,.507,6,12,.500,34,71,.479,68,81,149,26,18,10,40,76,194,4.8
377,Will Artino\will-artino-1,2013-14,Creighton,C,35,7,457,79,118,.669,79,118,.669,0,0,,35,63,.556,37,77,114,8,9,12,23,65,193,4.4
378,Emmanuel Okoroba\emmanuel-okoroba-1,2013-14,Hampton,C,31,13,550,59,137,.431,59,137,.431,0,0,,75,125,.600,34,76,110,14,14,24,57,94,193,3.0
379,Brandon Holcomb\brandon-holcomb-1,2015-16,Radford,C,31,27,651,79,137,.577,79,137,.577,0,0,,35,60,.583,45,109,154,27,21,34,55,79,193,5.2
380,Brandon Holcomb\brandon-holcomb-1,2013-14,Radford,C,35,31,680,74,145,.510,74,145,.510,0,0,,45,66,.682,62,97,159,18,14,34,38,78,193,4.8
381,Matt Willms\matt-willms-1,2017-18,Texas-El Paso,C,23,16,517,74,126,.587,74,124,.597,0,2,.000,45,72,.625,44,81,125,18,6,27,38,58,193,6.7
382,Drake LaMont\drake-lamont-1,2014-15,Western Michigan,C,34,34,727,78,163,.479,78,163,.479,0,0,,37,54,.685,59,87,146,12,14,25,22,87,193,4.5
383,J.P. Kambola\jp-kambola-1,2014-15,Marshall,C,29,15,478,78,142,.549,67,97,.691,11,45,.244,25,36,.694,50,75,125,5,8,28,30,54,192,5.4
384,Tanveer Bhullar\tanveer-bhullar-1,2015-16,New Mexico State,C,34,7,619,72,122,.590,72,121,.595,0,1,.000,48,85,.565,70,107,177,21,5,14,33,60,192,5.1
385,Zach Garber\zach-garber-1,2015-16,Toledo,C,32,23,586,59,95,.621,59,94,.628,0,1,.000,73,104,.702,55,100,155,18,9,6,26,69,191,5.5
386,Pat Forsythe\pat-forsythe-1,2015-16,Akron,C,22,19,433,76,157,.484,76,156,.487,0,1,.000,38,57,.667,36,71,107,13,16,31,33,51,190,6.5
387,Matthew Atewe\matthew-atewe-1,2017-18,Pepperdine,C,28,24,561,77,146,.527,77,146,.527,0,0,,35,67,.522,61,106,167,10,8,26,38,76,189,5.1
388,Cannen Cunningham\cannen-cunningham-1,2013-14,Southern Methodist,C,37,1,477,74,126,.587,74,121,.612,0,5,.000,41,52,.788,40,62,102,24,18,33,38,58,189,4.6
389,Adam Woodbury\adam-woodbury-1,2013-14,Iowa,C,33,33,558,70,136,.515,70,136,.515,0,0,,49,69,.710,57,73,130,27,18,19,34,84,189,4.8
390,Peter Jurkin\peter-jurkin-1,2015-16,East Tennessee State,C,36,6,434,72,128,.563,72,127,.567,0,1,.000,45,59,.763,38,74,112,0,10,32,36,59,189,4.0
391,Cory Osetkowski\cory-osetkowski-1,2014-15,Columbia,C,27,24,643,67,160,.419,62,128,.484,5,32,.156,49,78,.628,61,88,149,54,8,20,56,63,188,5.1
392,Matt Kavanaugh\matt-kavanaugh-1,2013-14,Dayton,C,33,26,559,72,137,.526,72,137,.526,0,0,,44,65,.677,47,68,115,25,12,12,33,85,188,4.1
393,John Egbunu\john-egbunu-1,2016-17,Florida,C,24,19,534,64,129,.496,63,128,.492,1,1,1.000,59,104,.567,59,99,158,7,8,35,42,59,188,6.2
394,Romelo Banks\romelo-banks-1,2014-15,North Florida,C,35,35,590,71,149,.477,71,149,.477,0,0,,45,82,.549,39,60,99,7,2,18,31,87,187,2.7
395,Evan Fitzner\evan-fitzner-1,2016-17,Saint Mary's (CA),C,34,34,515,67,148,.453,22,43,.512,45,105,.429,7,10,.700,20,89,109,12,3,4,13,32,186,4.0
396,Dwight Coleby\dwight-coleby-1,2014-15,Mississippi,C,34,3,560,67,126,.532,67,126,.532,0,0,,51,64,.797,66,98,164,2,6,29,25,76,185,4.9
397,Elliott Eliason\eliott-eliason-1,2013-14,Minnesota,C,37,35,810,73,144,.507,73,144,.507,0,0,,39,69,.565,78,166,244,33,20,72,38,102,185,6.0
398,Collin Smith\collin-smith-1,2016-17,George Washington,C,35,17,595,71,152,.467,61,126,.484,10,26,.385,33,62,.532,44,111,155,16,16,29,43,95,185,3.6
399,Chris Otule\chris-otule-1,2013-14,Marquette,C,32,31,574,65,110,.591,65,110,.591,0,0,,55,100,.550,66,70,136,5,4,31,37,63,185,4.7
400,Terrell Carter\terrell-carter-1,2016-17,Fresno State,C,33,2,485,78,139,.561,78,139,.561,0,0,,28,61,.459,29,60,89,13,13,24,41,94,184,3.1
401,Obij Aget\obij-aget-1,2016-17,New Mexico,C,31,29,604,78,128,.609,78,128,.609,0,0,,28,40,.700,46,81,127,12,14,44,19,64,184,6.0
402,James Hunter\james-hunter-1,2014-15,South Dakota,C,32,32,434,77,156,.494,77,156,.494,0,0,,30,43,.698,53,58,111,9,6,18,26,48,184,4.2
403,Emmanuel Ndumanya\emmanuel-ndumanya-1,2017-18,Santa Clara,C,31,28,705,64,125,.512,64,125,.512,0,0,,56,92,.609,56,97,153,21,26,15,46,106,184,4.5
404,Justin McBride\justin-mcbride-1,2015-16,Central Florida,C,28,3,344,72,121,.595,72,121,.595,0,0,,39,71,.549,35,74,109,7,5,18,43,61,183,4.1
405,Larry Owens\larry-owens-2,2017-18,Northwestern State,C,29,7,490,75,155,.484,75,154,.487,0,1,.000,33,68,.485,30,88,118,10,11,16,46,41,183,3.6
406,Jorden Kaufman\jorden-kaufman-1,2015-16,Youngstown State,C,29,11,490,79,148,.534,79,148,.534,0,0,,25,48,.521,52,97,149,24,8,16,29,78,183,4.9
407,Justin McBride\justin-mcbride-1,2014-15,Central Florida,C,29,11,398,72,142,.507,72,142,.507,0,0,,38,52,.731,40,86,126,3,11,27,42,68,182,4.2
408,Matt Willms\matt-willms-1,2013-14,Texas-El Paso,C,34,23,577,68,124,.548,68,124,.548,0,0,,46,70,.657,39,79,118,33,19,28,46,78,182,4.4
409,Yankuba Sima\yankuba-sima-1,2015-16,St. John's (NY),C,25,18,585,77,157,.490,76,155,.490,1,2,.500,27,70,.386,59,84,143,30,16,59,30,76,182,6.8
410,Terrell Carter\terrell-carter-1,2017-18,Fresno State,C,32,6,446,72,130,.554,72,130,.554,0,0,,38,51,.745,31,56,87,9,10,17,42,83,182,3.3
411,Isaiah Johnson\isaiah-johnson-1,2014-15,Akron,C,34,9,625,65,135,.481,65,135,.481,0,0,,52,93,.559,50,89,139,31,14,36,45,63,182,4.4
412,Kingsley Okoroh\kingsley-okorah-1,2017-18,University of California,C,32,17,804,68,168,.405,68,168,.405,0,0,,45,66,.682,65,108,173,26,8,66,40,95,181,4.8
413,Yemi Makanjuola\yemi-makanjuola-1,2015-16,Southern Illinois-Edwardsville,C,28,28,491,63,132,.477,63,130,.485,0,2,.000,55,90,.611,56,99,155,17,9,11,54,95,181,3.8
414,Evan Fitzner\evan-fitzner-1,2017-18,Saint Mary's (CA),C,36,7,563,68,141,.482,42,76,.553,26,65,.400,19,22,.864,23,79,102,11,8,8,23,59,181,3.4
415,Tacko Fall\tacko-fall-1,2017-18,Central Florida,C,16,15,351,79,103,.767,79,103,.767,0,0,,23,50,.460,40,77,117,5,5,31,42,41,181,9.5
416,Asauhn Dixon-Tatum\asauhn-dixon-tatum-1,2013-14,Auburn,C,30,29,675,69,120,.575,69,120,.575,0,0,,42,63,.667,83,97,180,12,9,64,42,104,180,6.0
417,Rauno Nurger\rauno-nurger-1,2016-17,Wichita State,C,36,6,508,64,122,.525,51,94,.543,13,28,.464,39,54,.722,22,78,100,23,3,15,29,64,180,3.6
418,Amadou Sidibe\amadou-sidibe-1,2013-14,Fairfield,C,32,27,757,70,155,.452,70,155,.452,0,0,,40,57,.702,75,137,212,26,15,10,36,107,180,4.6
419,Javan Mitchell\javan-mitchell-2,2013-14,Southern,C,32,24,622,69,148,.466,69,148,.466,0,0,,41,72,.569,57,67,124,14,9,21,43,101,179,3.1
420,Hassan Attia\hassan-attia-1,2016-17,Hartford,C,26,25,556,78,135,.578,78,135,.578,0,0,,23,63,.365,68,104,172,13,25,59,60,105,179,5.8
421,Menno Dijkstra\menno-dijkstra-1,2016-17,UC-Riverside,C,29,2,471,73,132,.553,58,99,.586,15,33,.455,18,24,.750,36,45,81,11,16,19,19,55,179,5.1
422,Matthew Pegram\matthew-pegram-1,2017-18,Wofford,C,34,14,508,69,155,.445,63,140,.450,6,15,.400,35,43,.814,34,70,104,25,15,11,30,72,179,3.6
423,Marvin Williams\marvin-williams-3,2014-15,Louisiana-Monroe,C,21,16,474,73,129,.566,72,126,.571,1,3,.333,32,51,.627,36,62,98,10,9,19,35,49,179,6.1
424,Nate Fowler\nate-fowler-1,2016-17,Butler,C,34,1,405,66,99,.667,56,78,.718,10,21,.476,37,47,.787,38,32,70,14,7,4,21,57,179,4.2
425,Earl Watson\earl-watson-2,2015-16,Rhode Island,C,32,8,615,67,111,.604,67,111,.604,0,0,,44,72,.611,57,108,165,7,10,31,26,92,178,5.1
426,George Brammeier\george-brammeier-1,2016-17,Lipscomb,C,26,0,383,62,90,.689,62,90,.689,0,0,,54,84,.643,41,43,84,15,12,11,33,58,178,5.5
427,Deivydas Kuzavas\deivydas-kuzavas-1,2017-18,Saint Francis (PA),C,31,21,617,75,126,.595,75,125,.600,0,1,.000,28,43,.651,50,78,128,12,4,15,16,82,178,4.7
428,Evan Wieck\evan-wieck-1,2017-18,Navy,C,32,32,625,79,123,.642,79,123,.642,0,0,,19,27,.704,48,54,102,21,13,9,23,76,177,4.7
429,Justin Raffington\justin-raffington-1,2014-15,Florida Atlantic,C,19,19,564,67,155,.432,62,132,.470,5,23,.217,35,61,.574,46,99,145,18,7,17,46,46,174,5.8
430,Benas Griciunas\benas-griciunas-1,2017-18,Eastern Washington,C,34,10,453,76,163,.466,73,140,.521,3,23,.130,19,36,.528,21,81,102,11,7,23,20,63,174,3.2
431,Chris Obekpa\chris-obekpa-1,2014-15,St. John's (NY),C,30,24,819,66,143,.462,66,142,.465,0,1,.000,42,81,.519,72,137,209,16,30,94,34,97,174,7.0
432,Michael Ojo\michael-ojo-2,2016-17,Florida State,C,35,34,426,57,101,.564,57,101,.564,0,0,,58,72,.806,55,57,112,7,10,30,27,71,172,4.4
433,Aaron Menzies\aaron-menzies-1,2016-17,Seattle,C,14,14,305,69,131,.527,69,131,.527,0,0,,34,56,.607,25,61,86,9,3,15,17,30,172,9.0
434,Karviar Shepherd\karviar-shepherd-1,2016-17,Texas Christian,C,39,9,440,65,113,.575,64,112,.571,1,1,1.000,41,53,.774,39,53,92,20,11,6,38,83,172,3.0
435,Kyle Caudill\kc-caudill-1,2015-16,Nicholls State,C,34,0,381,60,123,.488,59,114,.518,1,9,.111,51,68,.750,27,36,63,19,3,7,41,81,172,2.4
436,Menno Dijkstra\menno-dijkstra-1,2017-18,UC-Riverside,C,30,8,440,66,141,.468,44,86,.512,22,55,.400,16,18,.889,28,53,81,16,8,13,16,45,170,4.2
437,Eric Stuteville\eric-stuteville-1,2013-14,Sacramento State,C,30,3,456,66,134,.493,65,132,.492,1,2,.500,37,53,.698,35,64,99,5,4,10,20,61,170,3.7
438,Carson Shanks\carson-shanks-1,2015-16,North Dakota,C,31,24,488,67,136,.493,67,132,.508,0,4,.000,35,65,.538,23,80,103,16,5,27,57,105,169,2.1
439,Philipp Hartwich\philipp-hartwich-1,2017-18,Portland,C,32,32,826,71,112,.634,71,112,.634,0,0,,27,89,.303,60,193,253,40,15,73,44,112,169,6.2
440,Pat Forsythe\pat-forsythe-1,2013-14,Akron,C,34,17,595,70,123,.569,70,123,.569,0,0,,28,47,.596,47,66,113,17,14,33,47,91,168,3.5
441,Matthew Pegram\matthew-pegram-1,2016-17,Wofford,C,33,3,549,72,129,.558,71,127,.559,1,2,.500,23,31,.742,35,66,101,21,11,11,31,103,168,3.3
442,Geoffrey Groselle\geoff-groselle-1,2014-15,Creighton,C,31,9,382,72,111,.649,72,111,.649,0,0,,24,36,.667,33,43,76,9,5,18,28,52,168,4.0
443,Ricmonds Vilde\ricmonds-vilde-1,2014-15,Houston Baptist,C,28,19,441,68,122,.557,64,111,.577,4,11,.364,28,46,.609,46,102,148,16,8,19,53,61,168,4.3
444,Boris Bojanovsky\boris-bojanovsky-1,2014-15,Florida State,C,33,0,540,57,99,.576,57,99,.576,0,0,,54,80,.675,36,77,113,18,22,44,27,62,168,5.2
445,C.J. Turman\cj-turman-1,2014-15,Florida Atlantic,C,29,10,526,68,118,.576,68,118,.576,0,0,,31,56,.554,24,71,95,6,6,18,40,87,167,3.0
446,Nouhoum Bocoum\nouhoum-bocoum-1,2014-15,Arkansas State,C,28,15,434,63,142,.444,62,139,.446,1,3,.333,40,59,.678,47,75,122,3,5,12,29,48,167,3.9
447,Isaac Neilson\isaac-neilson-1,2017-18,Utah Valley,C,34,6,498,68,107,.636,64,99,.646,4,8,.500,27,33,.818,60,91,151,21,16,22,34,66,167,5.1
448,Stefan Jovanovic\stefan-jovanovic-1,2015-16,Hawaii,C,34,0,529,66,130,.508,66,130,.508,0,0,,34,47,.723,29,107,136,9,8,35,38,60,166,3.7
449,Jeremy Olsen\jeremy-olsen-1,2013-14,Utah,C,32,10,443,71,126,.563,71,126,.563,0,0,,24,34,.706,27,59,86,8,7,19,36,65,166,3.2
450,Jaume Sorolla\jaume-sorolla-1,2016-17,Valparaiso,C,32,9,611,65,136,.478,65,135,.481,0,1,.000,35,50,.700,51,89,140,21,5,30,26,63,165,4.4
451,Ruben Guerrero\ruben-guerrero-1,2015-16,South Florida,C,32,19,761,71,118,.602,71,118,.602,0,0,,23,36,.639,71,109,180,11,12,41,27,73,165,5.6
452,Josh Ibarra\josh-ibarra-1,2014-15,Houston Baptist,C,27,9,448,73,115,.635,73,115,.635,0,0,,19,35,.543,60,115,175,16,11,55,32,80,165,6.7
453,Steven Burrough\steven-burrough-1,2014-15,North Carolina A&T,C,32,30,615,59,99,.596,59,99,.596,0,0,,47,70,.671,37,62,99,11,9,54,33,91,165,4.4
454,Carson Shanks\carson-shanks-1,2016-17,North Dakota,C,31,3,390,58,107,.542,58,105,.552,0,2,.000,48,76,.632,23,45,68,18,1,23,41,90,164,2.7
455,Sidy Djitte\sidy-djitte-1,2015-16,Clemson,C,31,5,467,62,100,.620,62,100,.620,0,0,,40,63,.635,60,102,162,9,19,20,29,88,164,5.1
456,Namdi Okonkwo\namdi-okonkwo-1,2017-18,Pacific,C,32,17,627,68,103,.660,68,103,.660,0,0,,28,42,.667,52,96,148,11,5,80,22,77,164,6.1
457,Jamal Hunter\jamal-hunter-2,2014-15,Jacksonville State,C,30,29,681,68,133,.511,68,133,.511,0,0,,27,40,.675,61,100,161,18,17,63,37,100,163,5.4
458,Schnider Herard\schnider-herard-1,2016-17,Mississippi State,C,32,18,595,56,102,.549,56,102,.549,0,0,,51,103,.495,58,101,159,7,3,8,48,68,163,3.2
459,J.J. Davenport\jj-davenport-1,2013-14,Louisiana,C,35,7,423,56,117,.479,56,117,.479,0,0,,51,69,.739,51,73,124,14,4,1,24,63,163,3.4
460,Eric Truog\eric-truog-1,2014-15,Marist,C,31,31,772,69,136,.507,60,108,.556,9,28,.321,16,38,.421,53,120,173,47,24,21,41,98,163,4.9
461,Amida Brimah\amida-brimah-1,2013-14,Connecticut,C,40,17,649,64,100,.640,64,100,.640,0,0,,35,61,.574,53,67,120,11,4,92,28,116,163,4.2
462,Kiel Turpin\kiel-turpin-1,2014-15,Florida State,C,33,12,411,71,127,.559,71,127,.559,0,0,,21,35,.600,36,40,76,3,7,23,31,89,163,2.8
463,Marcel Boyd\marcel-boyd-1,2016-17,Howard,C,31,30,772,54,133,.406,54,132,.409,0,1,.000,55,97,.567,80,124,204,20,11,26,68,104,163,3.3
464,Brad Greene\brad-greene-1,2017-18,UC-Irvine,C,35,1,427,63,132,.477,63,132,.477,0,0,,36,48,.750,53,85,138,11,4,27,26,75,162,3.6
465,Chad Lang\chad-lang-1,2014-15,Lipscomb,C,31,16,372,66,117,.564,66,117,.564,0,0,,30,55,.545,42,65,107,1,5,22,28,79,162,3.4
466,Alex Gavrilovic\alex-gavrilovic-1,2014-15,Towson,C,30,5,520,55,140,.393,33,74,.446,22,66,.333,30,37,.811,44,76,120,11,7,6,28,55,162,3.5
467,Amida Brimah\amida-brimah-1,2015-16,Connecticut,C,25,17,526,67,101,.663,67,101,.663,0,0,,28,34,.824,46,69,115,2,7,67,20,64,162,7.1
468,Ruben Guerrero\ruben-guerrero-1,2016-17,South Florida,C,30,25,687,65,128,.508,65,128,.508,0,0,,31,52,.596,54,99,153,22,11,37,48,65,161,4.5
469,Reggie Lynch\reggie-lynch-1,2017-18,Minnesota,C,16,16,422,59,101,.584,59,101,.584,0,0,,43,60,.717,50,78,128,21,11,66,23,43,161,12.3
470,Frank Snow\frank-snow-1,2014-15,Southern,C,31,17,504,57,121,.471,57,121,.471,0,0,,47,82,.573,49,62,111,5,7,39,28,69,161,3.9
471,Ebuka Izundu\ebuka-izundu-1,2017-18,Miami (FL),C,32,2,467,72,104,.692,72,104,.692,0,0,,16,34,.471,56,64,120,8,15,20,27,76,160,4.5
472,Kingsley Okoroh\kingsley-okorah-1,2016-17,University of California,C,34,24,722,64,127,.504,64,127,.504,0,0,,30,56,.536,72,116,188,31,12,74,42,88,158,5.2
473,Mamadou Ndiaye\mamadou-ndiaye-2,2014-15,UC-Irvine,C,15,11,298,64,101,.634,64,100,.640,0,1,.000,30,57,.526,23,54,77,2,4,25,23,46,158,7.7
474,Neal Monson\neal-monson-1,2014-15,UC-Davis,C,32,1,460,62,101,.614,62,101,.614,0,0,,32,41,.780,27,81,108,15,11,7,29,50,156,4.0
475,Edward Hardt\edward-hardt-1,2017-18,Houston Baptist,C,30,17,470,63,123,.512,62,120,.517,1,3,.333,29,54,.537,35,65,100,12,11,7,42,66,156,2.8
476,Christ Koumadje\jeanmarc-koumadje-1,2017-18,Florida State,C,24,21,385,67,107,.626,67,107,.626,0,0,,21,36,.583,39,59,98,3,2,35,18,62,155,5.5
477,DaShonte Riley\dashonte-riley-1,2013-14,Eastern Michigan,C,37,35,950,62,126,.492,62,125,.496,0,1,.000,31,49,.633,77,145,222,25,28,95,60,124,155,5.0
478,Adam Smith\adam-smith-1,2013-14,Virginia Tech,C,14,9,361,56,146,.384,32,79,.405,24,67,.358,18,22,.818,3,29,32,30,2,0,20,17,154,5.7
479,Seth Dugan\seth-dugan-1,2015-16,Western Michigan,C,32,12,514,61,128,.477,61,128,.477,0,0,,32,60,.533,47,85,132,29,3,20,43,72,154,3.2
480,Jordy Tshimanga\jordy-tshimanga-1,2016-17,Nebraska,C,31,9,389,57,127,.449,57,127,.449,0,0,,40,64,.625,54,69,123,8,14,15,46,69,154,3.0
481,Jacob Enevold\jacob-jensen-1,2013-14,Drake,C,31,0,574,62,115,.539,62,115,.539,0,0,,30,50,.600,38,115,153,11,3,22,38,65,154,3.7
482,Jack Crook\jack-crook-1,2013-14,Seattle,C,30,28,669,62,138,.449,62,137,.453,0,1,.000,28,45,.622,58,122,180,31,11,11,35,90,152,4.0
483,Monty Brown\monty-brown-1,2013-14,Mercer,C,34,1,328,55,82,.671,55,82,.671,0,0,,42,54,.778,31,50,81,4,2,13,25,54,152,3.4
484,Moussa Gueye\moussa-gueye-1,2013-14,Valparaiso,C,34,17,557,55,98,.561,55,98,.561,0,0,,42,53,.792,62,106,168,12,15,71,75,112,152,3.8
485,Darius Bolstad\darius-bolstad-1,2016-17,Radford,C,28,2,404,65,98,.663,65,98,.663,0,0,,21,29,.724,37,67,104,13,8,46,21,73,151,5.4
486,Seth VanDeest\seth-vandeest-1,2013-14,Drake,C,31,31,585,59,102,.578,59,102,.578,0,0,,33,67,.493,49,105,154,29,7,22,27,76,151,4.5
