Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
926,1997-98,ORL,NBA,82,41,41,.500,19830,2771,6455,2478,5548,293,907,1552,2138,1178,2203,3381,1694,649,441,1258,1617,7387,-1.07,0.54,-0.53,87.1,102.6,103.8,.452,14.5,34.2,0.240,.478,14.8,33.1,0.202
927,2010-11,IND*,NBA,82,37,45,.451,19780,3003,6787,2418,5134,585,1653,1592,2035,914,2657,3571,1611,584,456,1262,1782,8183,-1.07,-0.30,-1.38,94.7,104.8,106.0,.486,14.1,25.9,0.235,.487,12.8,25.9,0.237
928,1998-99,SEA,NBA,50,25,25,.500,12100,1756,3976,1447,3077,309,899,922,1354,676,1422,2098,1087,393,201,765,1047,4743,-1.08,-0.35,-1.43,89.6,105.0,106.2,.481,14.3,31.9,0.232,.489,14.1,31.4,0.213
929,1974-75,SEA*,NBA,82,43,39,.524,19880,3488,7653,3488,7653,,,1475,1970,1142,2579,3721,1997,837,378,1610,1977,8451,-1.09,-0.11,-1.19,105.5,96.7,97.7,.456,15.9,29.3,0.193,.459,17.1,33.3,0.205
930,2008-09,MIL,NBA,82,34,48,.415,19780,3009,6755,2498,5347,511,1408,1613,2067,973,2367,3340,1802,609,308,1154,1986,8142,-1.09,0.21,-0.88,92.6,106.7,107.9,.483,13.1,27.8,0.239,.503,15.6,26.0,0.315
931,1983-84,DEN*,NBA,82,38,44,.463,19805,3935,7983,3858,7728,77,255,2200,2690,1133,2444,3577,2482,711,352,1344,2279,10147,-1.10,-0.17,-1.27,110.5,111.3,112.3,.498,12.8,29.3,0.276,.522,14.6,33.4,0.277
932,1991-92,LAL*,NBA,82,43,39,.524,19830,3183,6977,3064,6532,119,445,1744,2278,1156,2196,3352,1803,756,400,1089,1543,8229,-1.10,0.15,-0.95,92.5,107.7,108.9,.465,12.0,32.7,0.250,.493,13.8,36.0,0.187
933,2018-19,CHO,NBA,82,39,43,.476,19830,3297,7362,2320,4579,977,2783,1510,1895,814,2778,3592,1905,591,405,1001,1550,9081,-1.10,-0.22,-1.32,98.7,111.4,112.5,.514,10.9,21.7,0.205,.538,12.1,22.9,0.179
934,2008-09,IND,NBA,82,36,46,.439,19830,3220,7080,2568,5355,652,1725,1525,1890,924,2661,3585,1775,573,434,1189,1895,8617,-1.11,0.35,-0.76,96.5,108.1,109.2,.501,13.1,25.4,0.215,.499,12.7,25.5,0.271
935,2016-17,MIN,NBA,82,31,51,.378,19805,3235,6922,2634,5199,601,1723,1586,1986,938,2540,3478,1940,654,370,1150,1646,8657,-1.11,0.47,-0.64,94.6,110.8,112.0,.511,12.9,27.2,0.229,.535,13.2,24.1,0.212
936,2016-17,DET,NBA,82,37,45,.451,19805,3269,7282,2638,5367,631,1915,1140,1586,908,2838,3746,1732,574,310,973,1467,8309,-1.12,-0.17,-1.29,95.0,106.0,107.1,.492,10.9,24.1,0.157,.516,12.1,18.8,0.197
937,2018-19,SAC,NBA,82,39,43,.476,19730,3541,7637,2614,5182,927,2455,1354,1865,906,2819,3725,2083,679,363,1095,1751,9363,-1.12,0.31,-0.81,103.1,110.4,111.5,.524,11.5,23.1,0.177,.533,13.6,24.5,0.207
938,2002-03,GSW,NBA,82,38,44,.463,19755,3061,6941,2636,5706,425,1235,1853,2382,1284,2546,3830,1712,594,506,1295,1786,8400,-1.13,0.54,-0.60,94.2,108.3,109.5,.472,13.9,35.0,0.267,.482,12.2,32.1,0.220
939,1979-80,NYK,NBA,82,39,43,.476,19780,3802,7672,3760,7481,42,191,1698,2274,1236,2303,3539,2265,881,457,1613,2168,9344,-1.15,0.19,-0.96,106.5,106.5,107.5,.498,15.7,33.7,0.221,.498,16.4,36.0,0.263
940,1992-93,MIA,NBA,82,36,46,.439,20005,3127,6850,2794,5910,333,940,1908,2476,1134,2384,3518,1688,609,350,1287,2011,8495,-1.15,0.21,-0.93,94.6,107.7,108.9,.481,13.9,31.9,0.279,.495,14.2,30.2,0.274
941,1971-72,BAL*,NBA,82,38,44,.463,19780,3490,7748,3490,7748,,,1804,2378,,,4159,1816,,,,1858,8784,-1.17,-0.09,-1.26,,,,.450,,,0.233,.452,,,0.228
942,1979-80,NJN,NBA,82,34,48,.415,19805,3456,7504,3371,7206,85,298,1882,2406,1229,2535,3764,2094,869,581,1702,2181,8879,-1.17,0.19,-0.98,106.1,101.5,102.5,.466,16.6,32.1,0.251,.472,16.5,33.6,0.263
943,1980-81,GSW,NBA,82,39,43,.476,19730,3560,7284,3500,7074,60,210,1826,2513,1403,2366,3769,2026,611,301,1547,2158,9006,-1.18,-0.23,-1.41,101.0,108.5,109.7,.493,15.6,38.8,0.251,.507,14.4,32.5,0.250
944,1965-66,BAL*,NBA,80,38,42,.475,19250,3599,8210,3599,8210,,,2267,3186,,,5542,1890,,,,2199,9465,-1.19,0.13,-1.06,,,,.438,,,0.276,,,,
945,1988-89,DAL,NBA,82,38,44,.463,19780,3244,6917,3033,6236,211,681,1785,2263,1048,2397,3445,1867,579,476,1233,1739,8484,-1.21,-0.59,-1.79,95.9,107.4,108.6,.484,13.5,29.5,0.258,.480,12.5,33.9,0.215
946,2003-04,UTA,NBA,82,42,40,.512,19780,2690,6172,2438,5386,252,786,1639,2196,1103,2272,3375,1671,583,494,1365,2096,7271,-1.22,0.69,-0.53,86.6,101.9,103.3,.456,16.1,34.1,0.266,.468,15.4,27.6,0.319
947,1975-76,NYK,NBA,82,38,44,.463,19805,3443,7555,3443,7555,,,1532,1985,1022,2723,3745,1660,575,259,1403,2006,8418,-1.23,0.19,-1.05,104.1,98.0,99.2,.456,14.3,26.1,0.203,.459,14.7,28.2,0.230
948,2019-20,POR,NBA,13,5,8,.385,3145,530,1199,372,755,158,444,249,302,136,469,605,232,77,77,188,307,1467,-1.23,-0.69,-1.92,102.9,108.8,110.0,.508,12.4,22.1,0.208,.500,12.2,24.1,0.255
949,1974-75,NYK*,NBA,82,40,42,.488,19730,3359,7464,3359,7464,,,1518,1967,981,2652,3633,1675,652,300,1374,2001,8236,-1.23,0.32,-0.92,103.1,97.1,98.3,.450,14.2,25.6,0.203,.457,15.3,28.7,0.220
950,1977-78,DET,NBA,82,38,44,.463,19855,3552,7424,3552,7424,,,1832,2490,1229,2601,3830,1840,866,330,1858,1980,8936,-1.24,0.03,-1.22,107.7,100.3,101.5,.478,17.9,33.0,0.247,.479,16.6,32.4,0.216
951,1975-76,POR,NBA,82,37,45,.451,19730,3417,7292,3417,7292,,,1699,2350,1116,2843,3959,2094,776,408,1867,2091,8533,-1.24,0.13,-1.11,107.7,96.4,97.6,.469,18.3,29.6,0.233,.452,15.9,28.3,0.242
952,1951-52,PHW*,NBA,66,33,33,.500,,2039,5367,2039,5367,,,1634,2143,,,3647,1593,,,,1806,5712,-1.26,0.17,-1.08,,,,.380,,,0.304,,,,
953,2008-09,CHA,NBA,82,35,47,.427,19930,2866,6299,2376,4960,490,1339,1455,1965,886,2366,3252,1741,580,397,1279,1754,7677,-1.27,0.07,-1.20,88.3,104.7,106.1,.494,15.1,27.7,0.231,.498,14.4,27.0,0.229
954,1992-93,LAL*,NBA,82,39,43,.476,19830,3309,6994,3122,6368,187,626,1741,2304,1103,2288,3391,2013,782,431,1266,1778,8546,-1.27,0.06,-1.20,96.2,107.6,108.9,.486,13.7,31.4,0.249,.500,14.3,33.6,0.215
955,1991-92,PHI,NBA,82,35,47,.427,19755,3187,6761,2960,6081,227,680,1757,2267,1058,2309,3367,1755,692,482,1238,1582,8358,-1.27,-0.07,-1.34,93.7,108.3,109.7,.488,13.8,30.9,0.260,.496,13.0,33.6,0.192
956,2003-04,POR,NBA,82,41,41,.500,19980,2898,6467,2517,5365,381,1102,1263,1728,1040,2376,3416,1768,613,443,1213,1554,7440,-1.27,0.69,-0.58,86.2,103.7,105.1,.478,14.4,31.2,0.195,.482,13.3,30.0,0.186
957,2018-19,DAL,NBA,82,33,49,.402,19780,3182,7122,2160,4120,1022,3002,1541,2076,832,2884,3716,1918,533,351,1167,1650,8927,-1.28,0.42,-0.87,99.0,109.4,110.7,.519,12.7,22.7,0.216,.522,11.6,22.5,0.191
958,1958-59,DET*,NBA,72,28,44,.389,,2811,7305,2811,7305,,,1943,2627,,,4860,1317,,,,1881,7565,-1.28,-0.10,-1.36,,,,.385,,,0.266,,,,
959,1972-73,PHO,NBA,82,38,44,.463,19755,3612,7942,3612,7942,,,1931,2437,,,4003,1944,,,,2012,9155,-1.28,0.32,-0.96,,,,.455,,,0.243,.469,,,0.218
960,1983-84,ATL*,NBA,82,40,42,.488,19855,3230,6809,3207,6703,23,106,1838,2414,1112,2232,3344,1827,626,558,1329,2091,8321,-1.29,0.22,-1.08,95.3,105.5,106.9,.476,14.4,31.6,0.270,.482,15.1,34.8,0.268
961,1958-59,MNL*,NBA,72,33,39,.458,,2779,7084,2779,7084,,,2071,2718,,,5149,1373,,,,1874,7629,-1.33,-0.09,-1.42,,,,.392,,,0.292,,,,
962,2018-19,NOP,NBA,82,33,49,.402,19755,3581,7563,2739,5114,842,2449,1462,1921,909,2969,3878,2216,610,441,1215,1732,9466,-1.33,0.23,-1.10,103.3,111.4,112.6,.529,12.6,24.1,0.193,.532,11.6,23.2,0.193
963,2002-03,NYK,NBA,82,37,45,.451,19855,2967,6725,2361,5143,606,1582,1320,1620,842,2376,3218,1800,579,255,1149,1888,7860,-1.35,-0.26,-1.61,90.7,104.7,106.2,.486,13.4,24.4,0.196,.485,13.7,28.2,0.261
964,2005-06,GSW,NBA,82,34,48,.415,19830,2939,6785,2314,4953,625,1832,1573,2190,980,2485,3465,1694,604,357,1156,1941,8076,-1.35,0.25,-1.11,93.3,104.8,106.2,.479,13.0,26.9,0.232,.492,14.1,28.4,0.243
965,1957-58,CIN*,NBA,72,33,39,.458,,2817,7339,2817,7339,,,1688,2372,,,4959,1578,,,,1835,7322,-1.36,-0.12,-1.47,,,,.384,,,0.230,,,,
966,1974-75,ATL,NBA,82,31,51,.378,19805,3424,7824,3424,7824,,,1772,2435,1441,2653,4094,1878,744,227,1550,1964,8620,-1.37,0.04,-1.32,106.3,98.3,99.5,.438,14.8,33.6,0.226,.475,17.0,30.6,0.214
967,1986-87,WSB*,NBA,82,42,40,.512,19705,3356,7397,3313,7179,43,218,1935,2531,1305,2315,3620,1750,755,685,1301,1775,8690,-1.37,0.35,-1.02,100.2,105.7,107.0,.457,13.3,34.5,0.262,.480,14.6,36.6,0.222
968,1992-93,DET,NBA,82,40,42,.488,19780,3267,7211,2975,6303,292,908,1426,1957,1293,2315,3608,1941,580,249,1152,1747,8252,-1.39,0.29,-1.10,93.2,107.4,108.9,.473,12.5,34.6,0.198,.500,13.5,32.2,0.212
969,2007-08,IND,NBA,82,36,46,.439,19755,3102,6993,2347,4972,755,2021,1568,2042,904,2633,3537,1864,623,412,1236,1921,8527,-1.40,-0.46,-1.87,97.7,106.0,107.5,.498,13.5,24.4,0.224,.498,14.1,26.1,0.271
970,2001-02,WAS,NBA,82,37,45,.451,19730,2938,6664,2633,5878,305,786,1428,1866,1055,2393,3448,1715,570,354,1068,1763,7609,-1.40,-0.17,-1.58,88.3,104.8,106.4,.464,12.5,30.7,0.214,.484,13.0,28.6,0.214
971,1956-57,SYR*,NBA,72,38,34,.528,,2550,6915,2550,6915,,,2075,2613,,,4350,1282,,,,1809,7175,-1.42,0.39,-1.03,,,,.369,,,0.300,,,,
972,1973-74,ATL,NBA,82,35,47,.427,19755,3602,7744,3602,7744,,,1703,2264,1240,2712,3952,1993,758,332,1823,2073,8907,-1.43,-0.04,-1.47,110.8,97.7,99.0,.465,17.3,31.0,0.220,.468,17.5,29.6,0.246
973,1974-75,DET*,NBA,82,40,42,.488,19705,3289,7053,3289,7053,,,1533,1975,1002,2515,3517,1916,679,380,1557,1866,8111,-1.43,0.24,-1.19,100.5,98.3,99.7,.466,16.4,28.2,0.217,.470,15.9,30.5,0.194
974,1987-88,PHI,NBA,82,36,46,.439,19905,3214,6785,3062,6314,152,471,2087,2731,1219,2307,3526,1897,672,465,1433,1866,8667,-1.44,0.65,-0.79,96.0,108.8,110.3,.485,15.2,35.4,0.308,.506,13.8,32.5,0.232
975,1970-71,SFW*,NBA,82,41,41,.500,19705,3454,7709,3454,7709,,,1875,2468,,,4643,1893,,,,1833,8783,-1.44,0.61,-0.83,,,,.448,,,0.243,.428,,,0.207
976,1995-96,GSW,NBA,82,36,46,.439,19755,3056,6700,2609,5501,447,1199,1775,2340,1173,2285,3458,1889,706,470,1343,1835,8334,-1.45,0.03,-1.42,93.4,108.4,109.9,.489,14.8,33.9,0.265,.510,15.2,32.8,0.232
977,1975-76,MIL*,NBA,82,38,44,.463,19830,3456,7435,3456,7435,,,1437,1952,1094,2688,3782,1817,715,468,1624,2041,8349,-1.45,-0.10,-1.55,103.9,97.3,98.7,.465,16.4,29.6,0.193,.446,14.9,31.4,0.218
978,2003-04,BOS*,NBA,82,36,46,.439,19705,2843,6415,2290,4816,553,1599,1572,2095,851,2440,3291,1683,770,331,1332,1837,7811,-1.45,-0.54,-1.99,93.2,102.1,103.7,.486,15.4,25.2,0.245,.479,15.7,30.5,0.240
979,1984-85,ATL,NBA,82,34,48,.415,19855,3444,7119,3371,6884,73,235,1782,2371,1161,2345,3506,2009,665,541,1475,2047,8743,-1.45,0.31,-1.14,99.8,105.9,107.3,.489,15.3,32.5,0.250,.485,15.2,36.2,0.249
980,1955-56,STL*,NBA,72,33,39,.458,,2506,6628,2506,6628,,,1941,2761,,,4493,1748,,,,1971,6953,-1.47,0.05,-1.42,,,,.378,,,0.293,,,,
981,1996-97,MIN*,NBA,82,40,42,.488,19780,2937,6436,2566,5343,371,1093,1637,2180,957,2302,3259,1874,618,557,1243,1818,7882,-1.48,-0.35,-1.82,90.7,105.5,107.1,.485,14.4,28.8,0.254,.486,14.6,31.7,0.252
982,2003-04,NYK*,NBA,82,39,43,.476,19880,2881,6513,2475,5398,406,1115,1374,1732,950,2543,3493,1695,608,391,1289,1897,7542,-1.48,-0.49,-1.97,89.5,101.7,103.3,.474,15.1,28.0,0.211,.461,13.2,27.2,0.259
983,2012-13,TOR,NBA,82,34,48,.415,19980,2979,6685,2408,5020,571,1665,1442,1831,871,2426,3297,1765,595,392,1124,1836,7971,-1.48,-0.48,-1.96,90.4,105.9,107.5,.488,13.0,25.5,0.216,.500,13.6,26.6,0.247
984,1983-84,KCK*,NBA,82,38,44,.463,19755,3516,7230,3464,7041,52,189,1939,2495,1144,2273,3417,2229,715,383,1504,2200,9023,-1.48,-0.15,-1.62,102.9,106.5,108.0,.490,15.3,32.4,0.268,.505,16.1,33.1,0.266
985,2015-16,CHI,NBA,82,42,40,.512,19905,3165,7170,2514,5417,651,1753,1354,1720,907,2889,3796,1870,495,470,1141,1545,8335,-1.48,0.01,-1.46,95.7,105.0,106.5,.487,12.6,24.5,0.189,.485,10.7,25.1,0.182
986,2004-05,NJN*,NBA,82,42,40,.512,19905,2753,6419,2318,5216,435,1203,1555,2039,855,2387,3242,1772,650,308,1164,1985,7496,-1.50,-0.32,-1.82,89.1,101.4,103.1,.463,13.7,25.5,0.242,.479,15.2,26.8,0.278
987,1991-92,ATL,NBA,82,38,44,.463,19905,3492,7476,3282,6805,210,671,1517,2074,1288,2498,3786,2123,793,320,1255,1771,8711,-1.50,0.35,-1.15,97.8,107.3,108.9,.481,13.0,33.6,0.203,.497,13.2,31.7,0.209
988,2012-13,MIL*,NBA,82,38,44,.463,19830,3128,7197,2527,5527,601,1670,1251,1700,1068,2537,3605,1876,685,550,1156,1554,8108,-1.50,-0.33,-1.83,94.7,103.6,105.2,.476,12.7,27.9,0.174,.492,14.4,28.7,0.201
989,2018-19,MIN,NBA,82,36,46,.439,19830,3413,7483,2586,5126,827,2357,1570,1995,923,2750,3673,2018,683,411,1074,1664,9223,-1.50,0.48,-1.02,100.2,111.4,112.9,.511,11.4,24.6,0.210,.538,12.9,25.1,0.190
990,2009-10,MEM,NBA,82,40,42,.488,19905,3223,6875,2879,5855,344,1020,1614,2202,1070,2496,3566,1543,645,399,1248,1655,8404,-1.51,0.13,-1.39,93.6,108.3,109.9,.494,13.7,31.3,0.235,.520,13.2,26.7,0.205
991,1952-53,MLH,NBA,71,27,44,.380,,1873,5320,1873,5320,,,1643,2400,,,3429,1427,,,,2120,5389,-1.51,0.51,-2.49,,,,.352,,,0.309,,,,
992,2005-06,BOS,NBA,82,33,49,.402,19880,2951,6322,2484,5032,467,1290,1664,2204,813,2432,3245,1716,578,422,1359,2033,8033,-1.54,-0.05,-1.59,92.2,105.2,106.9,.504,15.7,25.5,0.263,.490,13.8,27.2,0.282
993,2001-02,MIA,NBA,82,36,46,.439,19930,2801,6382,2489,5483,312,899,1236,1708,902,2544,3446,1664,547,448,1217,1846,7150,-1.54,-0.31,-1.84,87.4,98.5,100.2,.463,14.6,26.6,0.194,.455,13.6,26.0,0.249
994,2017-18,LAL,NBA,82,35,47,.427,19905,3338,7248,2516,4864,822,2384,1364,1910,876,2927,3803,1949,633,388,1295,1736,8862,-1.55,0.11,-1.44,100.3,106.5,108.0,.517,13.8,23.6,0.188,.514,12.5,22.3,0.190
995,1976-77,SEA,NBA,82,40,42,.488,19805,3439,7639,3439,7639,,,1646,2386,1355,2433,3788,1772,932,503,1759,2198,8524,-1.55,0.12,-1.43,106.8,96.7,98.2,.450,16.8,33.8,0.215,.462,18.4,34.1,0.254
996,1971-72,HOU,NBA,82,34,48,.415,19730,3590,8277,3590,8277,,,1813,2424,,,4433,1777,,,,1992,8993,-1.56,0.35,-1.22,,,,.434,,,0.219,.453,,,0.261
997,2006-07,NOK,NBA,82,39,43,.476,19880,2971,6674,2516,5418,455,1256,1436,1941,1025,2512,3537,1537,522,347,1187,1620,7833,-1.57,0.38,-1.19,90.2,104.8,106.5,.479,13.6,29.1,0.215,.499,13.2,25.3,0.212
998,1980-81,SDC,NBA,82,36,46,.439,19730,3477,7283,3345,6876,132,407,1651,2246,1169,2144,3313,2098,764,292,1407,2078,8737,-1.59,-0.20,-1.78,100.2,106.0,107.6,.486,14.5,33.0,0.227,.507,16.2,33.7,0.262
999,2005-06,HOU,NBA,82,34,48,.415,19830,2708,6252,2239,4838,469,1414,1502,1980,849,2565,3414,1580,588,320,1193,1863,7387,-1.59,0.28,-1.30,88.0,101.6,103.3,.471,14.3,25.5,0.240,.472,13.1,25.4,0.247
1000,1978-79,IND,NBA,82,38,44,.463,19705,3575,7525,3575,7525,,,1759,2317,1225,2530,3755,2005,687,416,1536,2093,8909,-1.60,0.19,-1.41,105.3,103.0,104.5,.475,15.2,32.0,0.234,.478,15.9,33.9,0.249
1001,1966-67,STL*,NBA,81,39,42,.481,19540,3547,8004,3547,8004,,,2110,2979,,,5219,1708,,,,2173,9204,-1.60,0.16,-1.44,,,,.443,,,0.264,,,,
1002,2015-16,ORL,NBA,82,35,47,.427,19905,3242,7120,2606,5302,636,1818,1249,1649,843,2709,3552,1933,673,417,1155,1701,8369,-1.62,-0.06,-1.68,96.0,105.1,106.8,.500,12.8,23.1,0.175,.513,13.8,23.5,0.215
1003,2004-05,TOR,NBA,82,33,49,.402,19805,2952,6656,2304,4975,648,1681,1626,2101,844,2444,3288,1670,621,317,1087,1876,8178,-1.62,-0.19,-1.81,92.7,106.9,108.7,.492,12.5,23.7,0.244,.499,13.4,28.9,0.240
1004,1968-69,SFW*,NBA,82,41,41,.500,19905,3414,8218,3414,8218,,,2119,2949,,,5109,1822,,,,2087,8947,-1.63,0.10,-1.53,,,,.415,,,0.258,,,,
1005,1954-55,ROC*,NBA,72,29,43,.403,,2399,6020,2399,6020,,,1737,2420,,,3904,1695,,,,1865,6535,-1.63,0.19,-1.43,,,,.399,,,0.289,,,,
1006,1994-95,MIA,NBA,82,32,50,.390,19805,3144,6738,2708,5556,436,1182,1569,2133,1092,2272,3364,1779,662,298,1291,2000,8293,-1.63,-0.21,-1.85,92.9,108.2,109.9,.499,14.4,31.7,0.233,.510,14.9,31.3,0.264
1007,2009-10,CHI*,NBA,82,41,41,.500,19905,3081,6825,2729,5759,352,1066,1479,1962,937,2715,3652,1704,531,478,1175,1648,7993,-1.63,0.00,-1.64,93.1,103.5,105.3,.477,13.3,26.6,0.217,.484,12.3,25.2,0.212
1008,1998-99,TOR,NBA,50,23,27,.460,12075,1660,3940,1434,3278,226,662,1011,1330,712,1447,2159,1036,439,321,799,1139,4557,-1.64,0.33,-1.32,88.8,102.0,103.9,.450,15.0,33.8,0.257,.473,14.8,29.8,0.258
1009,1980-81,SEA,NBA,82,34,48,.415,19780,3343,7145,3311,7028,32,117,1813,2376,1167,2434,3601,1945,628,438,1524,1986,8531,-1.65,-0.20,-1.84,100.3,103.2,104.8,.470,15.7,33.1,0.254,.468,13.8,33.9,0.232
1010,1946-47,PRO,BAA,60,28,32,.467,,1629,5582,1629,5582,,,1092,1666,,,,481,,,,1215,4350,-1.67,0.15,-1.54,,,,.292,,,0.196,,,,
1011,1961-62,DET*,NBA,80,37,43,.463,,3472,8366,3472,8366,,,2290,3142,,,5823,1723,,,,2040,9234,-1.69,-0.03,-1.72,,,,.415,,,0.274,,,,
1012,1991-92,NJN*,NBA,82,40,42,.488,19780,3473,7580,3249,6910,224,670,1471,2009,1512,2392,3904,1937,736,615,1392,1834,8641,-1.70,0.15,-1.54,98.0,107.0,108.7,.473,14.1,39.1,0.194,.488,14.1,33.7,0.247
1013,2000-01,DET,NBA,82,32,50,.390,19855,2919,6880,2530,5768,389,1112,1610,2233,1108,2626,3734,1629,613,447,1304,1955,7837,-1.70,-0.39,-2.08,94.7,100.0,101.8,.453,14.2,29.3,0.234,.466,14.0,27.8,0.233
1014,1991-92,MIL,NBA,82,31,51,.378,19880,3321,7216,2950,6211,371,1005,1596,2104,1297,2172,3469,2018,863,317,1350,1904,8609,-1.71,0.26,-1.46,95.5,108.8,110.6,.486,14.2,35.9,0.221,.514,15.3,35.0,0.237
1015,1969-70,PHO*,NBA,82,39,43,.476,19805,3676,7856,3676,7856,,,2434,3270,,,4183,2076,,,,2183,9786,-1.72,0.06,-1.66,,,,.468,,,0.310,,,,
1016,2018-19,LAL,NBA,82,37,45,.451,19780,3491,7425,2644,4884,847,2541,1336,1910,835,2985,3820,2096,618,440,1284,1701,9165,-1.72,0.39,-1.33,103.2,107.8,109.5,.527,13.4,22.2,0.180,.516,12.2,23.6,0.192
1017,1998-99,CLE,NBA,50,22,28,.440,12050,1562,3561,1380,3027,182,534,1016,1356,472,1316,1788,1093,452,203,785,1208,4322,-1.72,0.78,-0.94,86.4,99.6,101.6,.464,15.9,25.1,0.285,.468,16.2,31.0,0.267
1018,1991-92,HOU,NBA,82,42,40,.512,19880,3273,6894,2944,5935,329,959,1491,2020,1074,2432,3506,2058,656,571,1378,1769,8366,-1.72,-0.22,-1.94,95.1,106.2,108.0,.499,15.0,30.9,0.216,.477,12.5,33.6,0.209
1019,1972-73,HOU,NBA,82,33,49,.402,19680,3772,8249,3772,8249,,,1706,2152,,,4060,1939,,,,1949,9250,-1.73,-0.08,-1.81,,,,.457,,,0.207,.471,,,0.215
1020,1992-93,DEN,NBA,82,36,46,.439,19830,3352,7282,3214,6828,138,454,1784,2360,1266,2564,3830,1735,651,565,1413,2039,8626,-1.74,-0.40,-2.14,99.8,104.6,106.3,.470,14.5,33.6,0.245,.476,13.9,31.1,0.263
1021,1969-70,CHI*,NBA,82,39,43,.476,19880,3607,8133,3607,8133,,,2209,2861,,,4383,2133,,,,1863,9423,-1.76,0.04,-1.71,,,,.444,,,0.272,,,,
1022,1971-72,ATL*,NBA,82,36,46,.439,19730,3482,7570,3482,7570,,,2018,2725,,,4080,1897,,,,1967,8982,-1.77,-0.17,-1.94,,,,.460,,,0.267,.465,,,0.249
1023,1976-77,IND,NBA,82,36,46,.439,19755,3522,7840,3522,7840,,,1714,2297,1409,2584,3993,2009,924,458,1609,2030,8758,-1.77,0.09,-1.68,107.1,99.3,101.0,.449,15.4,33.7,0.219,.472,17.2,34.8,0.223
1024,2009-10,TOR,NBA,82,40,42,.488,19780,3199,6631,2681,5234,518,1397,1618,2118,806,2507,3313,1804,469,384,1100,1819,8534,-1.78,-0.05,-1.83,93.1,111.3,113.2,.521,12.7,24.7,0.244,.513,11.8,27.1,0.247
1025,1978-79,SDC,NBA,82,43,39,.524,19730,3721,7706,3721,7706,,,1836,2471,1392,2413,3805,1539,703,392,1623,2127,9278,-1.78,0.02,-1.76,106.3,106.2,107.9,.483,15.6,37.5,0.238,.491,14.7,34.9,0.226
1026,1963-64,BAL,NBA,80,31,49,.388,,3456,7862,3456,7862,,,2036,2958,,,5460,1423,,,,2073,8948,-1.79,0.20,-1.59,,,,.440,,,0.259,,,,
1027,1970-71,ATL*,NBA,82,36,46,.439,19755,3614,7779,3614,7779,,,2120,2975,,,4472,1906,,,,1958,9348,-1.79,0.49,-1.30,,,,.465,,,0.273,.446,,,0.222
1028,1985-86,WSB*,NBA,82,39,43,.476,19855,3311,7148,3195,6740,116,408,1704,2286,1066,2432,3498,1748,626,716,1346,1796,8442,-1.80,0.53,-1.28,99.1,103.0,104.8,.471,14.2,29.1,0.238,.472,14.2,33.9,0.224
1029,2006-07,SAC,NBA,82,33,49,.402,19805,2941,6532,2411,5019,530,1513,1891,2473,797,2396,3193,1665,671,265,1194,1792,8303,-1.80,0.46,-1.35,94.8,106.2,108.0,.491,13.5,23.1,0.289,.513,14.9,27.5,0.240
1030,2007-08,ATL*,NBA,82,37,45,.451,19855,2975,6552,2591,5474,384,1078,1720,2227,1008,2454,3462,1804,600,448,1223,1673,8054,-1.82,-0.41,-2.23,91.1,106.9,108.9,.483,14.0,29.7,0.263,.501,12.9,28.3,0.217
1031,2010-11,UTA,NBA,82,39,43,.476,19880,3064,6590,2629,5334,435,1256,1590,2061,898,2338,3236,1921,629,484,1175,1865,8153,-1.83,0.39,-1.44,91.0,108.1,110.1,.498,13.5,27.0,0.241,.505,13.8,28.3,0.275
1032,1969-70,BOS,NBA,82,34,48,.415,19780,3645,8235,3645,8235,,,2132,2711,,,4336,1875,,,,2320,9422,-1.85,0.26,-1.60,,,,.443,,,0.259,,,,
1033,1985-86,SAS*,NBA,82,35,47,.427,19805,3596,7104,3550,6908,46,196,1882,2523,1069,2413,3482,2260,800,390,1624,2115,9120,-1.85,-0.20,-2.06,103.8,106.5,108.2,.509,16.5,31.7,0.265,.499,15.2,32.4,0.260
1034,1998-99,BOS,NBA,50,19,31,.380,12150,1816,4164,1543,3406,273,758,745,1077,680,1458,2138,1073,453,255,807,1193,4650,-1.86,0.11,-1.75,91.5,100.4,102.4,.469,14.8,30.6,0.179,.465,15.6,30.6,0.287
1035,1981-82,IND,NBA,82,35,47,.427,19830,3332,7164,3229,6848,103,316,1612,2176,1141,2372,3513,1897,753,494,1393,2041,8379,-1.87,0.38,-1.49,98.7,102.7,104.6,.472,14.6,30.5,0.225,.494,15.9,33.7,0.221
1036,1950-51,FTW*,NBA,68,32,36,.471,,2002,5927,2002,5927,,,1718,2387,,,3725,1142,,,,1961,5722,-1.87,0.07,-1.81,,,,.338,,,0.290,,,,
1037,1977-78,NOJ,NBA,82,39,43,.476,19780,3568,7717,3568,7717,,,1690,2331,1309,2907,4216,2079,662,514,1694,1938,8826,-1.87,0.06,-1.80,108.3,98.9,100.6,.462,16.2,32.3,0.219,.461,14.5,30.5,0.209
