Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
831,1946-47,CHS*,BAA,61,39,22,.639,,1879,6309,1879,6309,,,939,1550,,,,436,,,,1473,4697
832,2017-18,DET,NBA,82,39,43,.476,19805,3208,7129,2322,4756,886,2373,1207,1621,830,2756,3586,1868,628,317,1103,1508,8509
833,2001-02,LAC,NBA,82,39,43,.476,19805,2970,6668,2562,5521,408,1147,1498,2026,1083,2474,3557,1714,510,540,1214,1624,7846
834,1979-80,NYK,NBA,82,39,43,.476,19780,3802,7672,3760,7481,42,191,1698,2274,1236,2303,3539,2265,881,457,1613,2168,9344
835,1980-81,WSB,NBA,82,39,43,.476,19780,3549,7517,3484,7276,65,241,1499,2072,1155,2533,3688,2151,641,392,1422,1895,8662
836,1966-67,CIN*,NBA,81,39,42,.481,19515,3654,8137,3654,8137,,,2179,2806,,,5198,1858,,,,2073,9487
837,1985-86,NJN*,NBA,82,39,43,.476,19805,3548,7301,3505,7087,43,214,1810,2396,1183,2483,3666,2128,749,345,1575,2129,8949
838,2018-19,CHO,NBA,82,39,43,.476,19830,3297,7362,2320,4579,977,2783,1510,1895,814,2778,3592,1905,591,405,1001,1550,9081
839,1950-51,BOS*,NBA,69,39,30,.565,,2065,5607,2065,5607,,,1751,2415,,,3499,1579,,,,1881,5881
840,1996-97,IND,NBA,82,39,43,.476,19930,2851,6254,2421,5124,430,1130,1687,2336,1029,2390,3419,1750,585,394,1338,1977,7819
841,2003-04,NYK*,NBA,82,39,43,.476,19880,2881,6513,2475,5398,406,1115,1374,1732,950,2543,3493,1695,608,391,1289,1897,7542
842,2018-19,MIA,NBA,82,39,43,.476,19730,3251,7218,2323,4560,928,2658,1238,1782,921,2879,3800,1991,627,448,1208,1712,8668
843,2014-15,PHO,NBA,82,39,43,.476,19880,3178,7038,2480,4990,698,2048,1343,1767,896,2643,3539,1659,700,385,1238,1744,8397
844,1981-82,DET,NBA,82,39,43,.476,19830,3561,7391,3509,7178,52,213,1938,2581,1298,2345,3643,2027,741,564,1629,2160,9112
845,1994-95,SAC,NBA,82,39,43,.476,19855,3025,6463,2666,5426,359,1037,1647,2317,1073,2325,3398,1824,650,457,1449,2040,8056
846,1948-49,WSC*,BAA,60,38,22,.633,,1751,5472,1751,5472,,,1408,1914,,,,972,,,,1710,4910
847,2014-15,BRK*,NBA,82,38,44,.463,19930,3069,6804,2528,5171,541,1633,1359,1817,846,2627,3473,1716,576,340,1133,1579,8038
848,1974-75,POR,NBA,82,38,44,.463,19880,3414,7113,3414,7113,,,1680,2265,1049,2758,3807,2209,755,399,1833,2055,8508
849,2007-08,SAC,NBA,82,38,44,.463,19830,3043,6558,2533,5191,510,1367,1812,2272,829,2456,3285,1567,651,334,1317,1839,8408
