Rk,Player,Season,School,Pos,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1628,Marc Loving\marc-loving-1,2014-15,Ohio State,F,32,18,759,96,209,.459,49,107,.458,47,102,.461,63,82,.768,40,76,116,20,16,10,37,67,302,6.6
1629,Karl Charles\karl-charles-1,2016-17,Holy Cross,F,32,30,994,83,195,.426,50,107,.467,33,88,.375,103,128,.805,21,84,105,115,51,4,64,90,302,8.2
1630,Steven Cook\steven-cook-1,2014-15,Princeton,F,29,23,835,95,215,.442,51,103,.495,44,112,.393,68,91,.747,21,78,99,44,45,10,51,62,302,7.8
1631,Jalen Johnson\jalen-johnson-2,2017-18,Saint Louis,F,33,24,896,91,217,.419,39,85,.459,52,132,.394,67,86,.779,30,97,127,22,12,21,42,76,301,6.0
1632,Cordell Pemsl\cordell-pemsl-1,2016-17,Iowa,F,34,14,655,116,188,.617,116,187,.620,0,1,.000,69,120,.575,61,108,169,37,25,24,53,84,301,7.4
1633,Nick Duncan\nick-duncan-1,2014-15,Boise State,F,32,31,1004,98,246,.398,22,48,.458,76,198,.384,29,35,.829,24,87,111,30,20,14,26,90,301,6.2
1634,Shannon Hale\shannon-hale-1,2015-16,Alabama,F,28,12,688,95,257,.370,52,126,.413,43,131,.328,68,91,.747,24,56,80,14,13,7,58,64,301,4.6
1635,Thik Bol\thik-bol-1,2016-17,Southern Illinois,F,33,33,968,129,242,.533,129,242,.533,0,0,,43,70,.614,80,144,224,10,9,76,37,77,301,8.3
1636,Mike Holloway\mike-holloway-1,2015-16,Fairleigh Dickinson,F,32,30,762,118,202,.584,118,202,.584,0,0,,65,103,.631,86,96,182,24,20,33,32,114,301,8.2
1637,Payton Banks\payton-banks-1,2015-16,Penn State,F,32,31,922,108,283,.382,68,160,.425,40,123,.325,45,61,.738,36,102,138,37,26,3,45,73,301,5.5
1638,Jaleel Williams\jaleel-williams-1,2014-15,San Jose State,F,27,26,870,110,265,.415,59,116,.509,51,149,.342,30,53,.566,28,99,127,22,13,5,41,46,301,6.4
1639,Gavin Ware\gavin-ware-1,2014-15,Mississippi State,F,30,25,803,110,220,.500,110,220,.500,0,0,,81,109,.743,62,150,212,9,11,32,45,70,301,7.8
1640,David Collette\david-collette-1,2016-17,Utah,F,22,22,558,124,207,.599,122,204,.598,2,3,.667,50,80,.625,39,74,113,23,17,20,34,73,300,10.3
1641,Jace Hogan\jace-hogan-1,2015-16,Navy,F,31,3,714,112,243,.461,112,242,.463,0,1,.000,76,104,.731,51,99,150,19,10,9,34,69,300,6.4
1642,Keith Stone\keith-stone-1,2017-18,Florida,F,34,26,817,98,224,.438,59,132,.447,39,92,.424,65,90,.722,53,94,147,24,20,29,46,91,300,6.2
1643,Austin Cooke\austin-cooke-1,2014-15,Abilene Christian,F,31,31,902,103,233,.442,50,110,.455,53,123,.431,41,52,.788,45,142,187,28,17,2,39,86,300,6.9
1644,Kevin Mays\kevin-mays-2,2014-15,Cal State Bakersfield,F,32,32,888,115,241,.477,115,236,.487,0,5,.000,70,95,.737,102,155,257,34,36,4,57,100,300,7.8
1645,Nick Duncan\nick-duncan-1,2016-17,Boise State,F,32,32,988,91,249,.365,20,41,.488,71,208,.341,47,67,.701,34,80,114,56,17,17,47,94,300,5.8
1646,Alihan Demir\alihan-demir-1,2017-18,Drexel,F,28,24,875,119,248,.480,96,185,.519,23,63,.365,39,52,.750,54,98,152,52,12,4,47,63,300,7.7
1647,Jodd Maxey\jodd-maxey-1,2013-14,South Carolina Upstate,F,34,34,871,124,226,.549,124,224,.554,0,2,.000,52,85,.612,74,137,211,40,37,38,38,99,300,8.4
1648,Abdul Lewis\abdul-lewis-1,2016-17,NJIT,F,31,31,848,109,245,.445,101,215,.470,8,30,.267,74,111,.667,86,178,264,44,16,16,67,101,300,7.1
1649,James Thomas\james-thomas-2,2013-14,Sam Houston State,F,35,35,942,102,201,.507,102,200,.510,0,1,.000,96,153,.627,64,64,128,36,12,2,51,79,300,5.6
1650,Zylan Cheatham\zylan-cheatham-1,2015-16,San Diego State,F,38,26,790,93,176,.528,90,159,.566,3,17,.176,111,155,.716,62,143,205,36,22,26,72,87,300,6.4
1651,Antonio Campbell\antonio-campbell-1,2014-15,Ohio,F,30,24,722,121,250,.484,93,168,.554,28,82,.341,30,48,.625,57,172,229,19,14,27,36,99,300,7.6
1652,Demonte Flannigan\demonte-flannigan-1,2016-17,Cleveland State,F,27,26,690,126,272,.463,120,250,.480,6,22,.273,41,62,.661,49,101,150,20,9,20,54,84,299,6.1
1653,Dan Kimasa\dan-kimasa-1,2015-16,Texas-Rio Grande Valley,F,30,28,787,114,254,.449,113,243,.465,1,11,.091,70,104,.673,67,130,197,31,13,28,52,85,299,6.9
1654,Nigel Snipes\nigel-snipes-1,2015-16,Western Kentucky,F,34,8,728,100,222,.450,38,85,.447,62,137,.453,37,51,.725,21,64,85,37,21,11,47,90,299,5.4
1655,Billy Wampler\billy-wampler-1,2016-17,Drake,F,31,16,689,100,267,.375,40,92,.435,60,175,.343,39,49,.796,18,58,76,22,17,1,26,54,299,5.3
1656,Marquis Vance\marquis-vance-1,2013-14,Alcorn State,F,30,17,771,104,250,.416,89,196,.454,15,54,.278,76,126,.603,57,96,153,33,14,10,43,45,299,6.6
1657,Corvon Butler\corvon-butler-1,2015-16,Alabama State,F,31,18,693,128,230,.557,127,222,.572,1,8,.125,42,62,.677,72,113,185,29,20,19,33,94,299,8.0
1658,Shaq Goodwin\shaq-goodwin-1,2014-15,Memphis,F,31,24,803,112,206,.544,107,188,.569,5,18,.278,70,109,.642,80,141,221,49,20,35,61,71,299,8.8
1659,Hasahn French\hasahn-french-1,2017-18,Saint Louis,F,32,32,965,129,241,.535,129,240,.538,0,1,.000,40,110,.364,94,134,228,48,24,59,63,105,298,7.9
1660,Iba Camara\iba-camara-1,2017-18,New Hampshire,F,31,30,808,110,230,.478,110,230,.478,0,0,,78,108,.722,78,253,331,27,17,14,58,89,298,8.1
1661,Terrance Motley\terrance-motley-1,2013-14,Sam Houston State,F,35,0,564,120,229,.524,116,222,.523,4,7,.571,54,84,.643,56,94,150,15,21,13,40,101,298,5.8
1662,Liam Thomas\liam-thomas-1,2015-16,Nicholls State,F,34,32,839,113,210,.538,101,165,.612,12,45,.267,60,101,.594,58,120,178,70,21,85,76,109,298,7.8
1663,Davaris McGowens\davaris-mcgowens-1,2016-17,North Carolina A&T,F,31,25,835,112,227,.493,112,227,.493,0,0,,74,111,.667,68,146,214,37,21,17,57,87,298,7.3
1664,Nate Buss\nate-buss-1,2013-14,Northern Iowa,F,28,4,578,111,208,.534,69,125,.552,42,83,.506,34,43,.791,38,102,140,9,12,9,20,66,298,8.2
1665,Colter Lasher\colter-lasher-1,2014-15,Houston Baptist,F,28,26,631,117,246,.476,92,170,.541,25,76,.329,38,48,.792,36,68,104,43,22,4,39,68,297,7.2
1666,Kasey Wilson\kasey-wilson-1,2013-14,Central Florida,F,31,22,827,101,237,.426,62,131,.473,39,106,.368,56,85,.659,49,128,177,18,26,16,45,87,297,6.5
1667,Jeff Roberson\jeff-roberson-1,2015-16,Vanderbilt,F,32,25,858,91,186,.489,61,117,.521,30,69,.435,85,102,.833,58,121,179,38,15,6,34,101,297,7.6
1668,Tavrion Dawson\tavrion-dawson-1,2015-16,Cal State Northridge,F,30,14,773,109,235,.464,103,202,.510,6,33,.182,73,101,.723,52,102,154,33,12,10,33,64,297,7.2
1669,Matthew Wilson\matthew-wilson-2,2016-17,Army,F,32,0,536,122,189,.646,122,189,.646,0,0,,53,95,.558,46,111,157,11,6,6,47,73,297,6.4
1670,Renaldo Dixon\renaldo-dixon-1,2013-14,New Mexico State,F,35,12,867,106,196,.541,102,180,.567,4,16,.250,81,102,.794,73,124,197,34,15,32,48,75,297,7.6
1671,Mike Rostampour\mike-rostampour-1,2014-15,Omaha,F,29,29,709,100,223,.448,89,195,.456,11,28,.393,86,121,.711,85,137,222,12,25,14,56,112,297,7.2
1672,Matt Rose\matt-rose-1,2015-16,Samford,F,33,9,831,98,240,.408,35,86,.407,63,154,.409,37,57,.649,36,102,138,23,24,5,36,59,296,6.0
1673,Walter Pitchford\walter-pitchford-1,2013-14,Nebraska,F,32,31,742,107,226,.473,59,109,.541,48,117,.410,34,49,.694,36,115,151,16,12,18,15,81,296,7.0
1674,Malik Hines\malik-hines-1,2017-18,Massachusetts,F,33,32,892,121,184,.658,121,184,.658,0,0,,54,74,.730,76,126,202,26,14,28,56,89,296,7.8
1675,D.J. Johnson\dj-johnson-2,2015-16,Kansas State,F,32,12,651,107,176,.608,107,176,.608,0,0,,82,122,.672,84,82,166,9,23,29,52,85,296,7.7
1676,Michael Zangari\michael-zangari-1,2013-14,East Carolina,F,34,34,782,109,212,.514,108,205,.527,1,7,.143,77,112,.688,83,94,177,10,7,19,47,93,296,6.1
1677,Nick Stover\nick-stover-1,2016-17,South Alabama,F,31,9,689,106,225,.471,70,129,.543,36,96,.375,48,66,.727,32,57,89,42,13,8,53,54,296,6.0
1678,Roquez Johnson\roquez-johnson-1,2014-15,Mississippi State,F,32,26,831,98,186,.527,98,186,.527,0,0,,100,149,.671,66,98,164,17,27,6,66,80,296,6.4
1679,Alandise Harris\alandise-harris-1,2013-14,Arkansas,F,33,4,615,104,225,.462,97,200,.485,7,25,.280,81,119,.681,28,80,108,38,27,31,54,76,296,6.0
1680,Dominique Reid\dominique-reid-1,2014-15,Niagara,F,30,13,656,101,259,.390,99,252,.393,2,7,.286,91,130,.700,63,113,176,25,13,14,60,88,295,5.4
1681,Zoran Talley\zoran-talley-1,2016-17,Old Dominion,F,26,6,600,127,285,.446,126,274,.460,1,11,.091,40,63,.635,29,58,87,45,10,4,41,48,295,6.1
1682,Griffin Kinney\griffin-kinney-1,2016-17,Appalachian State,F,30,30,679,102,198,.515,100,192,.521,2,6,.333,89,140,.636,50,138,188,41,15,14,81,86,295,6.4
1683,Josh Cuthbertson\josh-cuthbertson-1,2015-16,South Carolina Upstate,F,31,26,840,103,234,.440,64,110,.582,39,124,.315,50,70,.714,30,109,139,84,18,2,52,58,295,7.1
1684,Quintin Brewer\quentin-brewer-1,2014-15,Bethune-Cookman,F,32,17,899,113,223,.507,107,207,.517,6,16,.375,63,89,.708,77,147,224,20,25,34,69,103,295,7.0
1685,Brandon Mobley\brandon-mobley-1,2014-15,Seton Hall,F,30,29,735,106,247,.429,81,168,.482,25,79,.316,58,72,.806,44,107,151,19,20,33,30,87,295,7.1
1686,Conner Avants\conner-avants-1,2016-17,North Dakota,F,31,30,708,126,228,.553,125,221,.566,1,7,.143,42,57,.737,68,80,148,18,20,16,43,94,295,6.9
1687,Konstantinos Mitoglou\konstantinos-mitoglou-1,2016-17,Wake Forest,F,33,32,811,93,221,.421,64,134,.478,29,87,.333,80,100,.800,59,143,202,29,20,22,49,76,295,7.0
1688,Dwayne Benjamin\dwayne-benjamin-1,2015-16,Oregon,F,38,2,826,102,254,.402,57,112,.509,45,142,.317,46,68,.676,21,92,113,33,39,10,39,61,295,5.2
1689,Tarekeyi Edogi\tarekeyi-edogi-1,2017-18,Iona,F,34,31,820,124,218,.569,123,212,.580,1,6,.167,45,60,.750,88,155,243,14,18,39,50,82,294,7.8
1690,Immanuel King\immanuel-king-1,2017-18,Texas State,F,33,32,756,122,211,.578,122,211,.578,0,0,,50,96,.521,71,122,193,29,14,26,41,70,294,7.5
1691,Akwasi Yeboah\akwasi-yeboah-1,2016-17,Stony Brook,F,31,10,657,97,261,.372,52,129,.403,45,132,.341,55,70,.786,48,111,159,19,14,16,33,73,294,6.0
1692,Nate Sherwood\nate-sherwood-1,2017-18,Idaho,F,31,29,904,111,210,.529,97,181,.536,14,29,.483,58,70,.829,57,88,145,54,18,12,48,78,294,7.7
1693,Sean Sellers\sean-sellers-1,2016-17,Ball State,F,34,19,862,94,217,.433,26,53,.491,68,164,.415,38,50,.760,9,87,96,45,18,11,37,55,294,6.0
1694,George Kiernan\george-kiernan-1,2017-18,Navy,F,30,2,600,93,231,.403,46,92,.500,47,139,.338,61,74,.824,29,111,140,23,10,5,40,73,294,5.9
1695,Mike Rostampour\mike-rostampour-1,2013-14,Omaha,F,32,31,662,93,168,.554,84,145,.579,9,23,.391,99,147,.673,91,148,239,14,26,9,31,116,294,8.4
1696,Chase Plummer\chase-plummer-1,2013-14,Maryland-Baltimore County,F,28,2,533,97,249,.390,72,171,.421,25,78,.321,75,123,.610,37,103,140,28,31,4,49,66,294,6.2
1697,Tulio Da Silva\tulio-dasilva-1,2016-17,South Florida,F,30,21,840,118,250,.472,118,245,.482,0,5,.000,58,105,.552,67,137,204,24,28,12,82,77,294,5.9
1698,Nico Carvacho\nico-carvacho-1,2017-18,Colorado State,F,32,32,919,107,211,.507,101,195,.518,6,16,.375,73,120,.608,124,206,330,71,23,22,64,107,293,9.4
1699,Kendrec Ferrara\kendrec-ferrara-1,2013-14,Furman,F,30,25,877,116,235,.494,108,201,.537,8,34,.235,53,80,.663,61,86,147,24,7,27,68,66,293,6.0
1700,Emmanuel Nzekwesi\emmanuel-nzekwesi-1,2016-17,Oral Roberts,F,30,29,725,117,262,.447,97,193,.503,20,69,.290,39,59,.661,52,141,193,36,18,15,45,80,293,6.8
1701,Nura Zanna\nura-zanna-1,2016-17,Long Island University,F,32,30,804,121,194,.624,121,194,.624,0,0,,51,108,.472,108,170,278,17,21,10,88,115,293,6.7
1702,Eric Stutz\eric-stutz-1,2013-14,Eastern Kentucky,F,34,30,856,110,169,.651,109,165,.661,1,4,.250,72,93,.774,50,108,158,61,29,24,48,112,293,8.0
1703,Rayshaun McGrew\rayshaun-mcgrew-1,2014-15,Stony Brook,F,35,35,932,117,261,.448,117,259,.452,0,2,.000,59,89,.663,99,179,278,37,22,2,56,78,293,6.6
1704,Traylin Farris\traylin-farris-1,2014-15,Incarnate Word,F,29,28,693,124,224,.554,124,221,.561,0,3,.000,45,88,.511,55,81,136,16,19,27,35,96,293,7.1
1705,Brandon Hollins\brandon-hollins-1,2017-18,Portland State,F,30,23,771,117,211,.555,113,189,.598,4,22,.182,55,81,.679,78,153,231,21,30,5,35,87,293,8.7
1706,Jake Gollon\jake-gollon-1,2013-14,Mercer,F,36,36,926,99,221,.448,78,165,.473,21,56,.375,74,95,.779,48,113,161,91,36,7,65,78,293,6.8
1707,John Edgar Jr.\john-edgarjr-1,2017-18,UC-Irvine,F,35,27,850,117,285,.411,82,157,.522,35,128,.273,24,33,.727,32,110,142,34,14,1,52,49,293,4.5
1708,Karim York\karim-york-1,2014-15,Prairie View,F,32,27,799,114,248,.460,91,178,.511,23,70,.329,41,68,.603,63,100,163,25,21,13,74,97,292,5.1
1709,Nick Rakocevic\nick-rakocevic-1,2017-18,Southern California,F,36,22,759,126,201,.627,126,201,.627,0,0,,40,73,.548,97,126,223,17,26,19,32,106,292,7.5
1710,Jordan Perkins\jordan-perkins-1,2017-18,North Carolina Central,F,35,25,954,103,234,.440,82,180,.456,21,54,.389,65,91,.714,24,78,102,190,21,9,95,99,292,6.4
1711,Nigel Hayes\nigel-hayes-1,2013-14,Wisconsin,F,38,0,663,98,192,.510,98,192,.510,0,0,,96,164,.585,34,72,106,36,32,20,45,99,292,5.3
1712,Austin Williams\austin-williams-2,2017-18,Drexel,F,31,30,917,129,216,.597,129,215,.600,0,1,.000,34,74,.459,96,168,264,21,12,92,61,101,292,9.2
1713,Bobby Ahearn\bobby-ahearn-1,2016-17,Binghamton,F,30,24,733,110,204,.539,89,147,.605,21,57,.368,51,64,.797,43,95,138,21,9,9,53,77,292,6.4
1714,Rhon Mitchell\rhon-mitchell-1,2013-14,Lamar,F,29,22,695,112,271,.413,112,263,.426,0,8,.000,68,83,.819,25,68,93,34,14,12,71,37,292,4.8
1715,Raphiael Putney\raphiael-putney-1,2013-14,Massachusetts,F,33,32,797,111,246,.451,80,149,.537,31,97,.320,39,52,.750,36,142,178,48,22,39,57,89,292,6.6
1716,George Blagojevic\george-blagojevic-1,2015-16,Hartford,F,31,26,814,103,252,.409,71,161,.441,32,91,.352,54,80,.675,37,91,128,46,24,15,66,87,292,5.3
1717,Jaren Lewis\jaren-lewis-1,2015-16,Abilene Christian,F,31,11,673,110,218,.505,91,172,.529,19,46,.413,53,73,.726,36,144,180,40,34,18,34,64,292,8.3
1718,James Demery\james-demery-1,2015-16,Saint Joseph's,F,36,1,779,108,214,.505,98,172,.570,10,42,.238,66,100,.660,39,90,129,18,15,4,26,60,292,5.7
1719,Jeffrey Solarin\jeffrey-solarin-1,2013-14,Idaho State,F,28,28,838,125,207,.604,125,206,.607,0,1,.000,41,64,.641,109,130,239,26,17,8,39,67,291,9.9
1720,Brandon Taylor\brandon-taylor-2,2014-15,Penn State,F,32,25,860,109,294,.371,55,133,.414,54,161,.335,19,30,.633,28,142,170,29,17,25,55,65,291,5.0
1721,Kyle Thomas\kyle-thomas-3,2016-17,Morgan State,F,29,15,798,105,296,.355,71,172,.413,34,124,.274,47,70,.671,28,98,126,26,20,9,43,49,291,5.1
1722,Orlando Coleman\orlando-coleman-1,2013-14,Kennesaw State,F,30,29,813,120,231,.519,102,178,.573,18,53,.340,33,57,.579,60,125,185,43,24,15,62,54,291,7.6
1723,Hanner Mosquera-Perea\hanner-mosquera-perea-1,2016-17,East Tennessee State,F,35,35,767,106,182,.582,106,181,.586,0,1,.000,79,141,.560,55,108,163,25,23,43,45,91,291,6.9
1724,Brekkott Chapman\brekkott-chapman-1,2017-18,Weber State,F,27,26,734,103,227,.454,62,130,.477,41,97,.423,44,59,.746,20,140,160,38,24,45,64,94,291,7.5
1725,Trent Steen\trent-steen-1,2016-17,Arkansas-Pine Bluff,F,32,30,689,115,226,.509,115,224,.513,0,2,.000,61,102,.598,44,96,140,20,34,23,66,90,291,5.8
1726,Duncan Robinson\duncan-robinson-1,2016-17,Michigan,F,38,3,764,101,215,.470,37,64,.578,64,151,.424,25,32,.781,11,55,66,33,14,9,19,70,291,5.2
1727,Tyler Cavanaugh\tyler-cavanaugh-1,2013-14,Wake Forest,F,33,22,700,86,204,.422,65,137,.474,21,67,.313,98,124,.790,32,95,127,22,7,11,48,90,291,5.1
1728,Kentwan Smith\kentwan-smith-1,2013-14,Stetson,F,31,28,813,113,227,.498,96,161,.596,17,66,.258,48,82,.585,54,103,157,43,32,26,65,62,291,7.2
1729,Norville Carey\norville-carey-1,2014-15,Southern Mississippi,F,27,16,730,113,207,.546,108,190,.568,5,17,.294,60,91,.659,58,94,152,22,24,24,52,62,291,8.4
1730,Dominique McKoy\dominique-mckoy-1,2013-14,Duquesne,F,30,30,886,116,195,.595,116,193,.601,0,2,.000,58,94,.617,68,148,216,34,22,35,38,75,290,9.3
1731,Aurimas Majauskas\aurimas-majauskas-1,2016-17,Sam Houston State,F,32,32,604,114,194,.588,104,173,.601,10,21,.476,52,75,.693,50,70,120,36,12,8,41,107,290,6.4
1732,Bryce Washington\bryce-washington-1,2015-16,Louisiana,F,33,22,848,115,195,.590,113,187,.604,2,8,.250,58,95,.611,82,107,189,45,26,15,46,60,290,8.2
1733,Elmo Stephen\elmo-stephen-1,2016-17,Florida International,F,29,19,722,101,228,.443,48,92,.522,53,136,.390,35,46,.761,19,62,81,26,9,2,27,41,290,6.3
1734,Vince Edwards\vince-edwards-2,2014-15,Purdue,F,33,30,889,110,228,.482,81,139,.583,29,89,.326,41,52,.788,64,95,159,90,12,13,50,73,290,7.5
1735,Iba Camara\iba-camara-1,2016-17,New Hampshire,F,31,27,770,119,211,.564,119,211,.564,0,0,,52,110,.473,73,220,293,30,16,16,62,95,290,7.5
1736,Andrew Fleming\andrew-fleming-3,2016-17,Maine,F,27,21,784,112,242,.463,107,226,.473,5,16,.313,61,96,.635,47,128,175,29,18,19,57,77,290,6.9
1737,Kevin Hervey\kevin-hervey-1,2015-16,Texas-Arlington,F,16,16,476,102,225,.453,72,132,.545,30,93,.323,56,74,.757,36,120,156,46,11,13,38,27,290,14.4
1738,Brandan Stith\brandan-stith-1,2016-17,Old Dominion,F,28,24,709,107,214,.500,106,210,.505,1,4,.250,75,115,.652,75,120,195,33,24,41,36,67,290,9.6
1739,Denell Henderson\denell-henderson-1,2014-15,Oral Roberts,F,33,29,687,108,206,.524,105,194,.541,3,12,.250,71,102,.696,70,96,166,25,6,43,66,102,290,6.1
1740,Martins Igbanu\martins-igbanu-1,2017-18,Tulsa,F,31,23,697,99,187,.529,97,180,.539,2,7,.286,90,125,.720,57,101,158,15,9,5,46,54,290,6.8
1741,Joe Reed\joe-reed-1,2013-14,Purdue-Fort Wayne,F,36,0,881,111,197,.563,107,178,.601,4,19,.211,64,103,.621,91,99,190,47,23,11,33,63,290,7.8
1742,Darren Goodson\darren-goodson-1,2013-14,Kent State,F,32,21,693,106,277,.383,80,183,.437,26,94,.277,52,81,.642,32,97,129,72,17,2,70,97,290,4.3
1743,Bruce Beckford\bruce-beckford-1,2013-14,North Carolina A&T,F,26,24,743,101,229,.441,92,178,.517,9,51,.176,79,104,.760,37,156,193,21,19,19,70,83,290,6.8
1744,Jalen Billups\jalen-billups-1,2013-14,Northern Kentucky,F,30,25,583,120,209,.574,119,206,.578,1,3,.333,48,71,.676,48,107,155,8,8,32,52,78,289,6.7
1745,LaDarien Griffin\ladarien-griffin-1,2017-18,St. Bonaventure,F,33,25,979,107,219,.489,106,213,.498,1,6,.167,74,107,.692,80,129,209,37,24,40,39,85,289,8.0
1746,Keonta Vernon\keonta-vernon-1,2016-17,Grand Canyon,F,31,25,755,119,211,.564,119,211,.564,0,0,,51,95,.537,75,142,217,30,35,15,39,102,289,8.2
1747,Adonis Burbage\adonis-burbage-1,2015-16,Gardner-Webb,F,30,11,764,100,260,.385,36,89,.404,64,171,.374,25,40,.625,28,77,105,26,23,1,37,43,289,5.7
1748,Kourtney Roberson\kourtney-roberson-1,2014-15,Texas A&M,F,33,32,795,117,186,.629,117,186,.629,0,0,,55,92,.598,81,132,213,37,17,13,33,76,289,8.4
1749,James Demery\james-demery-1,2016-17,Saint Joseph's,F,20,18,636,102,241,.423,95,213,.446,7,28,.250,78,132,.591,23,107,130,32,9,9,61,51,289,7.2
1750,Jonathan Kasibabu\jonathan-kasibabu-1,2017-18,Fairfield,F,32,31,681,104,154,.675,95,132,.720,9,22,.409,72,107,.673,58,120,178,37,13,35,53,107,289,7.9
1751,BaeBae Daniels\baebae-daniels-1,2014-15,North Florida,F,31,0,763,103,206,.500,81,150,.540,22,56,.393,61,87,.701,66,117,183,32,13,55,32,81,289,8.6
1752,Richard Ross\richard-ross-1,2014-15,Old Dominion,F,35,26,883,132,222,.595,132,222,.595,0,0,,24,50,.480,73,123,196,42,26,54,54,69,288,7.8
1753,Javion Ogunyemi\javion-ogunyemi-1,2014-15,Siena,F,31,28,833,119,218,.546,119,218,.546,0,0,,50,90,.556,77,71,148,25,9,48,42,106,288,7.0
1754,Kevin Thomas\kevin-thomas-4,2014-15,Troy,F,28,28,911,122,198,.616,122,196,.622,0,2,.000,44,71,.620,99,128,227,31,38,31,82,65,288,9.6
1755,Angel Delgado\angel-delgado-1,2014-15,Seton Hall,F,31,29,873,121,218,.555,121,217,.558,0,1,.000,46,111,.414,112,193,305,27,16,39,39,78,288,9.2
1756,Paul Atkinson\paul-atkinson-1,2017-18,Yale,F,31,30,749,110,159,.692,110,159,.692,0,0,,68,102,.667,53,89,142,32,21,17,31,79,288,8.5
1757,Bo Calhoun\bo-calhoun-1,2014-15,Ball State,F,30,8,762,116,221,.525,100,170,.588,16,51,.314,40,50,.800,55,124,179,18,13,14,39,81,288,7.2
1758,Aaron Brown\aaron-brown-2,2014-15,Saint Joseph's,F,31,3,758,96,226,.425,88,198,.444,8,28,.286,88,126,.698,34,86,120,37,19,5,50,65,288,5.6
1759,Steve Moundou-Missi\steve-moundou-missi-1,2014-15,Harvard,F,30,29,898,115,251,.458,111,241,.461,4,10,.400,54,75,.720,57,162,219,28,26,43,47,75,288,7.9
1760,Khris Lane\khris-lane-1,2015-16,Longwood,F,33,21,833,117,230,.509,99,182,.544,18,48,.375,36,55,.655,66,137,203,21,20,11,39,102,288,6.5
1761,J.R. Holder\jr-holder-1,2014-15,Jacksonville,F,32,15,900,96,238,.403,79,181,.436,17,57,.298,79,114,.693,38,97,135,40,21,8,65,62,288,5.2
1762,Calvin Crawford\calvin-crawford-1,2016-17,Manhattan,F,31,12,745,109,243,.449,76,148,.514,33,95,.347,37,48,.771,35,90,125,22,24,17,53,77,288,5.7
1763,Cameron Naylor\cameron-naylor-2,2015-16,Texas State,F,30,20,746,109,232,.470,104,221,.471,5,11,.455,65,99,.657,36,123,159,20,17,8,46,77,288,5.9
1764,Mustafa Jones\mustafa-jones-1,2016-17,Central Connecticut State,F,27,26,811,127,273,.465,125,263,.475,2,10,.200,32,50,.640,42,91,133,31,15,30,42,59,288,7.0
1765,Jack Purchase\jack-purchase-1,2016-17,Hawaii,F,30,30,900,91,223,.408,19,38,.500,72,185,.389,34,38,.895,21,105,126,63,19,12,43,54,288,7.3
1766,Keaton Jackson\keaton-jackson-1,2013-14,Southern Illinois-Edwardsville,F,31,1,564,111,150,.740,109,147,.741,2,3,.667,64,94,.681,56,98,154,13,9,65,37,102,288,8.7
1767,Dion Wright\dion-wright--1,2013-14,St. Bonaventure,F,33,0,722,120,240,.500,119,233,.511,1,7,.143,47,63,.746,74,85,159,20,23,13,22,83,288,7.0
1768,Adjehi Baru\adjehi-baru-1,2013-14,College of Charleston,F,32,31,921,102,203,.502,102,203,.502,0,0,,83,131,.634,75,164,239,34,20,45,57,106,287,7.6
1769,Dwayne Benjamin\dwayne-benjamin-1,2014-15,Oregon,F,34,13,789,111,248,.448,75,146,.514,36,102,.353,29,59,.492,57,139,196,35,30,15,26,70,287,7.0
1770,Brandon Graham\brandon-graham-1,2013-14,Alabama State,F,32,30,848,102,220,.464,75,130,.577,27,90,.300,56,79,.709,46,115,161,25,23,26,45,89,287,6.5
1771,Trey Chapman\trey-chapman-1,2016-17,Virginia Military Institute,F,30,30,771,104,222,.468,91,168,.542,13,54,.241,66,98,.673,57,103,160,25,11,23,40,89,287,6.7
1772,Adonis Burbage\adonis-burbage-1,2014-15,Gardner-Webb,F,35,33,958,104,250,.416,40,76,.526,64,174,.368,15,24,.625,26,62,88,38,26,3,49,77,287,4.6
1773,Shaquielle McKissic\shaquielle-mckissic-1,2013-14,Arizona State,F,32,26,918,93,196,.474,71,129,.550,22,67,.328,79,120,.658,38,134,172,83,41,1,28,70,287,8.8
1774,Mathias Seilund\mathias-seilund-1,2013-14,Fairleigh Dickinson,F,31,30,883,103,225,.458,69,144,.479,34,81,.420,47,59,.797,61,90,151,25,26,43,44,102,287,7.2
1775,Lamontray Harris\lamontray-harris-1,2017-18,Morehead State,F,26,17,603,106,225,.471,89,157,.567,17,68,.250,58,67,.866,57,108,165,24,13,9,55,81,287,7.3
1776,Josh Fox\josh-fox-2,2014-15,UC-Davis,F,32,2,754,112,188,.596,111,179,.620,1,9,.111,62,106,.585,42,95,137,35,12,10,32,66,287,7.1
1777,Brian White\brian-white-1,2015-16,Citadel,F,32,15,535,96,209,.459,71,126,.563,25,83,.301,70,89,.787,32,74,106,11,21,12,37,71,287,5.9
1778,Kazembe Abif\kazembe-abif-1,2015-16,Drexel,F,31,30,926,111,238,.466,110,229,.480,1,9,.111,64,103,.621,68,149,217,26,13,10,40,104,287,6.4
1779,Jamorko Pickett\jamorko-pickett-1,2017-18,Georgetown,F,30,28,826,95,262,.363,39,105,.371,56,157,.357,41,55,.745,17,95,112,53,12,17,73,57,287,4.7
